token,NE,alias,notes
replace main,,,
pressure leave_by -pron-,,,
diagnose,,,
check charge accumulator,,,
trunk,,,
clean base complete,,,
pressure leave_by,,,
air cylinder,,,
lp_at 30bar_hp,,,
bypass,,,
removal,,,
bearing_wear replace bear,,,
valve issue,,,
attempt,,,
occur,,,
spindle 6,,,
hydraulic main,,,
hydraulic main fault,,,
motor loose,,,
base complete,,,
z_axis ball_screw,,,
overhead,,,
complete_cycle replace,,,
belt break replace,,,
apart,,,
load valve,I,load_valve,
bear ok,,,
valve swap,,,
tap,,,
42910,X,,
will_not open,,,
valve stack,I,valve_stack,
turn_over,,,
will_not rotate,,,
switch replace,R,,
kick,,,
hydraulic_leak side_b,,,
break remove,,,
check_charge accumulator,,,
address,,,
flag_sensor cable,,,
work hold,,,
hs,I,high_speed,
reservoir,,,
patrick,,,
mist collector,,,
different,,,
doug,,,
fitting replace,,,
lhe,,,
arrival,,,
emergency,,,
relate,,,
belt pulley,,,
emergency retract,,,
rupture hose,,,
at_30bar no_issue,,,
turret clean,,,
strip clamp_screw,,,
clamp_screw remove,,,
height,,,
filter tank,,,
offload_conveyor belt,I,offload_conveyor_belt,
42992,,,
loader issue,,,
potentiometer,,,
1/2_table valve,,,
replace bulb,,,
siez,,,
accumulator lp ok,,,
circuit,,,
tell,,,
plug_in connector,,,
hydraulic_leak power_pack,,,
overtemp,,,
alarm reset,,,
device,,,
rebuilt_unit,R,,
st#10 spindle,,,
fixture,,,
reprogramm,,,
inverter inop,R,,
presetter,,,
sa,,,
lyle,,,
find bad,,,
problem,,,
cb,,,
push rod,I,push_rod,
turret leak,,,
collet break,,,
40bar,X,,
alarm will_not clear,,,
drive alarm,,,
replace hp,,,
glass,,,
coolant alarm,,,
prior,,,
brush_unit stick_forward unit,,,
stick_forward unit,,,
frequency,,,
24,X,,
converter,,,
large,,,
remove break screw,,,
protection,,,
excessive play,,,
replace gripper,,,
replace hose,,,
contactor fault,,,
referrenc,,,
outlet,,,
3rd shift,,,
bad replace,,,
hand crank,S,hand_crank,
chip_conveyor inop clear,,,
new order,,,
valve rebuild,R,,
steve replace,,,
pwer,,,
leak remove,,,
table_index ot_fault,,,
fail replace,,,
inop clear,,,
t98,,,
brush head,,,
sec,,,
hinge,I,,
soft limit,,,
reassemble,,,
idler,,,
hook,I,,
bottom_xd head,,,
collar,,,
hyd hose,I,hydraulic_hose,
satellite,,,
valve plate,I,valve_plate,
drive tube,,,
feb,,,
meet,,,
harness,,,
filter system,,,
fette head,,,
blower,,,
motor temp,,,
bundle,,,
clamp spool,,,
burn smell,,,
accept,,,
rubber,,,
lathe,,,
follow,,,
magnetic,,,
solonoid,,,
cylindar,,,
ft,,,
track 2,,,
remove motor,,,
raise,S,,
bar_feed pressure,,,
identify,,,
touch,,,
psi,,,
meter,,,
gap,,,
hex,,,
grinder,,,
bear failure,,,
linear motor,,,
60bar,X,,
chip scraper,,,
u axis,,,
barne,,,
relief,,,
break ejector,,,
h7,,,
old,,,
toggle,,,
request new,,,
rebuilt,S,rebuild,
tool detector,,,
loader_chain,I,loader_chain,
seal bear,,,
jam reset,,,
repair instal,,,
air filter,,,
system fault,,,
knob,,,
right,,,
base drain,R,,
funnel,,,
load bar,,,
eject,,,
motor with_spare,,,
accumulator_check request_both ok,,,
not_stay,,,
request_both ok,,,
replace drive,R,,
bolt hold,,,
burn replace,,,
inverter fail,R,,
accumulator gage,,,
clutch adjustment,,,
clean chip,,,
complete index,,,
screw loose,,,
hydraulic fault,P,hydraulic_fault,
temp alarm,,,
schedule,,,
coil valve,,,
machine_will not_stay,,,
impellor housing,,,
reset button,,,
jammed,P,jam,
machine start,,,
remove clean reset,,,
operator clear,,,
accordingly,X,,
cycle_power clear,,,
check accumulator ok,,,
feed_tube extension,,,
replace regulate_wheel,,,
replace drive_belt,R,,
collet will_not close,,,
add air,,,
chip_conveyor clutch slip,,,
clean lubricate,,,
base_clean request,R,,
out_of sync,,,
replace back_end,,,
attachment remove,,,
replace loader,,,
light stack,,,
pressure drop,R,,
feed belt,,,
coolanr,,,
rupture_bladder replace,,,
tool position,,,
iemca need_to,,,
motor spin,,,
need_to charge,,,
iemca need_to charge,,,
offload robot,,,
inop adjust,,,
light_inop,,,
42991,,,
fault new,,,
high_speed counter,I,high_speed_counter,
union,,,
st2 low,,,
side_b spindle,,,
hydraulic_leak inverter,,,
tornos,,,
remove turret clean,,,
horizontal,,,
guard break weld,,,
supply,I,supply,
deliver,,,
coolant system,,,
earlier,,,
induplate instal,,,
motor inop replace,,,
clamp fault,P,clamp_fault,
overflow,,,
at_rear machine,,,
unit fault,,,
motor hot,,,
induplate,,,
transport_collision alarm,,,
controller replace,,,
jpm replace,,,
pump replace,,,
prod,,,
cool unit fault,,,
pulley belt,,,
machine_will run in_auto,,,
spindle 4,,,
operator task,,,
limit alarm,,,
load bracket,,,
over_travel limit,,,
glue,,,
instead,,,
flag prox_cable,I,flag_proximity_cable,
inverter guard break,R,,
function properly,,,
st#4 spindle,,,
spindle leak,R,,
spindle leak hydraulic_fluid,,,
iemca face_travel,,,
gear reducer,,,
assessment,,,
base leak,,,
bar_change occur,,,SOMETIMES THIS IS A PROBLEM
steve_salley,,,
unit break,,,
low fault,,,
fabricate new,,,
dust,,,
out_of alignment,,,
st#11 spindle,,,
bar clamp fault,P,bar_clamp_fault,
motor remove,,,
filter change,,,
linear potentiometer,,,
rupture hydraulic,R,,
major coolant,,,
run learn_mode,,,
prox do_not low,,,
major coolant leak,,,
coolant leak base,,,
do_not low,,,
prox do_not,,,
control box,,,
loader replace,,,
rinse,,,
42830,,,
time replace,,,
recognize,,,
plunger,,,
know,,,
quill,,,
will_not reset,,,
diagnose bad,,,
demag,,,
rinse tank,,,
refill,S,fill,
impeller,,,
spindle_bear bad,,,
transformer,,,
air_line replace,,,
replace table_index valve,,,
replace flow_control,R,,
reset align,,,
unused,,,
transport inop,,,
secure,,,
clearing,,,
st#2 bear,,,
reboot machine,,,
h38,,,
rear_of,,,
able,,,
build,S,,
fault replace leak,,,
fault will_not,,,
will_not open_close,,,
pulley hub,,,
loss,P,,
replace blow,R,,
not_work replace,,,
st#3_recess spindle,,,
adjust table,,,
shaft bear,,,
output board,I,output_board,
hyd_leak grind_wheel control_valve,,,
rot,,,
sc4,,,
housing replace,,,
heavy vibration,,,
laser_tool detection,,,
seize replace,,,
repair break,,,
grind_wheel control_valve,,,
controler,,,
hyd_leak grind_wheel,,,
return valve,,,
35/60 spindle,,,
current,,,
unit return,,,
adjust table_index,,,
bore,,,
table_index speed,,,
loose operator_level,,,
canister,,,
servo alarm,,,
utility unit,,,
grease lead_screw,,,
unit o_t,,,
service filtermist,,,
replace hydraulic filter,,,
st2 pressure,,,
unit swap_with,,,
utility unit o_t,,,
bar_change overtime_fault,,,
overtime_fault replace,,,
chip jam,R,,
pulley shaft,,,
unit o_t fault,,,
spindle will_not turn_on,,,
far,,,
bar_loader inop,R,,
drop 20bar,,,
power_pack leak,,,
ble,,,
main tool,,,
will_not lock replace,,,
main tool slide,,,
inverter replace,,,
entire,X,,
h40,,,
rupture airline,,,
td,,,
require clean,,,
42906,,,
feel,,,
clamp alarm,P,clamp_alarm,
load collet,,,
bar clamp alarm,P,bar_clamp_alarm,
lp_at 30bar_hp 50bar,,,
replace see_attachment,R,,
dia,,,
home sensor,,,
screw remove,,,
terminal,,,
pc,,,
p p,,,
broken chain,R,,
chain break,R,,
master,,,
st#10 valve,,,
amp,,,
fast,P,,i THINK THIS MAKES SENSE AS A PROBLEM
stay forward,,,
inverter valve,I,inverter_valve,
previously,,,
bear instal,,,
brush_unit trip_breaker replace,,,
flow_control valve,I,flow_control_valve,
switch inop,,,
gerry costa,,,
costa,,,
motor connection,,,
42914,,,
spline,,,
cycle time,,,
replace inventory,,,
inop no_issue,,,
lp 30bar,R,,
30bar charge,,,
hp to_50bar,R,,
low charge_to lp,,,
charge_to lp 30bar,,,
lp 30bar charge,,,
30bar charge hp,,,
charge hp to_50bar,,,
liner,,,
leak side_b,,,
replace controller,,,
clean area,,,
module replace,,,
low coolant,,,
roller switch,,,
replace xd_head,,,
port,,,
retain bolt,,,
charge_to lp,R,,
spindle 11,,,
lock screw,,,
machine_will index,,,
load replace,,,
side_b transport,,,
noise replace,,,
bounce,,,
s,X,,
prox 's,I,proximity,
cross,I,,
coolant line replace,,,
process,,,
brush_unit motor fall_off,,,
42893,,,
inop belt,,,
st 14,,,
alarm adjust,,,
ir,,,
scan,,,
ir scan,,,
35,X,,
s4,,,
lube tank,,,
replace blow_fuse control_panel,,,
clamp_screw crack,,,
inop clean,,,
iso,,,
accumulator_check request find,,,
request find,,,
expose wire,,,
unscrew,,,
feed line,,,
transport plate,,,
dry,,,
hydraulic_leak at_rear iemca,,,
leak hydraulic replace,,,
inop remove,,,
metering,,,
missing,P,,
clutch fault,,,
accumulator_check request accumulator,,,
actuate,,,
request accumulator,,,
hydraulic_leak at_rear,,,
2nd shift,,,
feeder,I,,
adjust flow_control,,,
sensor inop,,,
fuse block,,,
blow_fuse control_panel,,,
collet open_close,,,
spinlde,,,
break cable replace,,,
valve remove,,,
replace vogel unit,,,
horn,,,
bar_feed fault,P,bar_feed_fault,
rupture air_line,,,
dresser control_valve,I,dresser_control_valve,
worn,,,
motor trip_breaker,,,
motor instal,,,
pcs100,,,
hose connection,I,hose_connection,
46,X,,
mount bracket,,,
hs2,,,
20bar_charge,,,
st#2 tool_detection inop,,,
connection replace,,,
fall,P,,"LIKE ""RUN"""
alarm replace coolant,,,
roland,,,
inlet,,,
unit bear,,,
loose screw,,,
st#13,,,
door will_not lock,,,
conveyor belt,I,conveyor_belt,
break spindle,,,
fault check,,,
accumulator accumulator,,,
unknown,,,
main drive,,,
turn_on replace,,,
pedestal,,,
shelf unit,,,
brake motor,,,
retain nut,,,
return_line replace,R,,
hydraulic return_line replace,,,
quick,X,,unecessary
piece,,,
rebuild table,,,
pressure low,,,
st#11 spindle_bear,,,
shut_off machine,,,
sp#3,,,
replace track,,,
multiple time,,,
motor fan,,,
apply,,,
unjamm,,,
st#2 spindle_bear,,,
replace with_rebuilt,,,
accumulator_check request no_issue,,,
request no_issue,,,
replace with_rebuilt unit,,,
transport gripper,,,
hydraulic return,I,hydraulic_return,
100,,,
bench,,,
red,,,
belt wear,,,
not_come under_control,,,
chain replace,,,
belt wear replace,,,
sp#1,,,
v bowl,,,
taper,,,
out_of sequence,,,
spill,,,
spot,,,
enable,,,
mid,,,
at_30bar hp,,,
miss screw,,,
zone,,,
side_b turret will_not,,,
air flow,,,
loader will_not,,,
swap_with spare unit,,,
stop alarm,P,stop_alarm,
adjust program,,,
roll loose,,,
too_hot alarm,,,
turret will_not lock,,,
roll replace,,,
lp_at 25bar_charge to_30bar,,,
not_ready alarm,,,
slide roll loose,,,
45bar,,,
rupture replace,,,
cycle stop,,,
clamp break,,,
mag filter,,,
leak hyd,,,
lp_at 25bar_charge,,,
spare unit,,,
wringer,,,
replace roll,,,
valve repair,,,
spindle 5,,,
26/80 spindle,,,
remove chip,,,
vogel_lube leak,,,
machine base position,,,
offload automation,,,
leak machine,,,
jam replace break,,,
replace shaft,,,
machine repair,,,
spindle_bear check,,,
bear report,,,
hp accumulator,I,"high_pressure, accumulator",
replace collet,,,
check accumulator lp,,,
overheat alarm,,,
pete,,,
base position,,,
pick_off collet,,,
hs3,,,
upper belt,,,
close replace,,,
unit remove repair,,,
vogel fault replace,,,
replace gauge,,,
sensor alarm,,,
detect inop,,,
alarm spindle,,,
oil floor,,,
alex instal,,,
table replace,,,
accumulator charge_to,,,
break replace cable,,,
encoder replace,,,
slide roll,,,
inner,,,
home cnc,,,
track_6,,,
doc,,,
lift pump motor,,,
hs5 drive,,,
unlock,,,
touch screen,,,
robo drive,,,
bear appear,,,
chamber,,,
appear ok,,,
exit conveyor,I,exit_conveyor,
bear appear ok,,,
43053,,,
subspindle,,,
intake filter,I,intake_filter,
o s,,,
ft lb,,,
continue,,,
synchronize turret,,,
x_axis over_travel,,,
lift cylinder,,,
lb,,,
glide,,,
knoll controller,,,
fanuc,,,
cut bar,,,
scroll,,,
main head,,,
gripper open,,,
gib tension,,,
zs3,,,
out_of spec,,,
lh,,,
elaso,,,
head stock,,,
gripper sensor,,,
42927,,,
main head stock,,,
pneumatic,I,,
motor bad,,,
assy,,,
connection encoder,,,
ejector sleeve,,,
sloppy,,,
10 mm,,,
ball valve,,,
starter,I,,
sc11,,,
release valve,,,
linkage,,,
hinge belt,I,hinge_belt,
air regulator,,,
break ejector sleeve,,,
steam,,,
cause bar,,,
squeel,,,
close roll,,,
mm hex,,,
point,,,
counter double,,,
replace air_line,,,
tank float_switch,,,
count,,,
track inop,,,
no_issue operator,,,
fault motor,,,
high_speed change_shaft,,,
utility o_t fault,,,
belt instal,,,
prox meet,,,
charge_tag,,,
utility o_t,,,
iemca flag,I,iemca_flag,
single leg,,,
disconnect bus,,,
order replace,,,
weekend,,,
coolant contactor_overload,,,
motor order,,,
turret coolant,,,
bar fee fault,,,
hp 50bar,,,
increase feed_pressure,,,
20 bar,X,,
fee fault,,,
bar fee,I,bar_feed,
break fit,,,
coolant leak remove,,,
24 hour,,,
tension bolt,,,
iso 46,I,iso_46,
shaft gear,,,
hyd oil,I,hydraulic_oil,
43054,,,
change request,,,
switch gear,,,
st#12 brush_unit motor,,,
prox_cable replace,,,
loose plug,,,
hyd_leak st#2,,,
unit instal,,,
trip overload,,,
sinico,I,,
tyler,,,
loose_connection repair,R,,
drop 20,R,,
request_both lp_at,,,
iemca replace rupture,,,
pump unit,,,
replace operator,,,
gear bear,,,
position replace,,,
no_issue at_30bar,,,
hp oil,,,
ls,,,
collet open,,,
fiber,,,
transport unit,,,
optic,,,
4 will_not,,,
fiber optic,,,
collet will_not open,,,
replace battery,,,
fh3,,,
check_requ,,,
head unit,,,
cycle machine,,,
overload trip,,,
channel 2,,,
interlock key,,,
break air_line,,,
replace machine,,,
spindle face,,,
norm clear alarm,,,
brush_unit breaker_trip,,,
norm clear,,,
over_travel alarm,,,
table valve,,,
hydraulic tube,,,
check ok,,,
report bad,,,
inop replace break,,,
cable gripper,,,
workpiece,,,
control_valve valve,,,
main motor,,,
with_new unit,,,
cell,,,
coolant_pump inop pump,,,
cnc selector_switch,,,
return machine,,,
cnc selector_switch break,,,
accumulator_check request_both lp_at,,,
20/80,,,
break replace with_new,,,
tune,,,
coolant clean,,,
coolant remove clean,,,
brush_unit return,,,
leak coolant remove,,,
coolant remove,,,
motor_starter replace,,,
1700 motor,,,
hydro,I,hydromat,I think this is hydromat
return replace,,,
inventori,,,
st#2 xd_head,,,
issue spindle,,,
respond,S,,
valve coil,,,
pressure remove,,,
return sensor,,,
ok hp,,,
tablet,,,
system alarm,,,
pressure will_not,,,
hernandez,,,
spacer,,,
power cord,,,
excessive vibration,,,
near,,,
wire replace,,,
replace bottom_xd,,,
st#3 spindle,,,
bad bearing,,,
wire tie,,,
manipulator,,,
tie,,,
brush_unit inop replace,,,
oppose,,,
proximity_switch cable,,,
nnzx3,,,
damage thread,,,
code,,,
fault find,,,
rebuild table rack,,,
prox chord,,,
chuck pressure leave_by,,,
cycle replace,,,
chain tension,,,CAN BE ITEM OR AN ACTION
siemen,,,
chord,,,
disconnected,,,
window,,,
tool_detection inop replace,,,
approach valve,,,
collet table,,,
chip_conveyor run,,,
20bar_charge to_30bar,,,
jose hernandez,,,
transfer,,,
mis consume,,,
consume alarm,,,
bear check bear,,,
coolant level,,,
mis consume alarm,,,
consume alarm replace,,,
swap request,,,
setup spindle,,,
hydraulic_leak side_a,,,
1100,,,
work order,,,
unit unit remove,,,
head attachment,I,head_attachment,
top_xd head,,,
43082,,,
remove operator,,,
limit_switch replace,,,
power switch,,,
counter inop replace,,,
disconnect replace,,,
major_hydraulic leak side_b,,,
difficulty,,,
inop replace pump,,,
alarm x_axis,,,
type,,,
leak dress,,,
coolant_flow pump,,,
clean reset align,,,
spindle turn_on,,,
replace turret,,,
normal,,,
1,X,,
accumulator at_20bar charge_to,,,
accumulator at_20bar,,,
clean grease,,,
reject station,,,
weak,,,
bad contactor,,,
remove machine,,,
rpm,,,
fee line,,,
will_not come,,,
cold,,,
ct,,,
leak replace hydraulic,,,
42894,,,
can_not remove,,,
st#5 tool,,,
vdi,,,
coolant clearing,,,
will_not swap,,,
high_pressure coolant,,,
motor protection,,,
trigger,,,
program adjustment,,,
steel hydraulic,,,
axis 3.2,,,
bad cable,,,
adjustment require,,,
3.1,,,
feed clamp,,,
line fitting,,,
brian,,,
to_30bar hp at_40bar,,,
indexer 11,,,
bar_load fault,,,
clamp_jaw set,I,clamp_jaw_set,Not sure on this one 
inverter rebuild,,,
coolant_flow side_a,,,
check replace,,,
fall_off mount,,,
motor fall_off mount,,,
fall_off mount bracket,,,
15bar charge_to,,,
15bar charge_to 30bar,,,
tony plug_in,,,
mill clutch,,,
filter cnc,,,
mill clutch fault,,,
pressure will_not taper,,,
eta,,,
ab,,,
thread_unit inop,,,
metering valve,,,
nest chip,,,
float_switch stick,,,
st#10 bear,,,
replace miss screw,,,
issue find,,,
replace actuator,,,
chhip,,,
replace pendant,,,
will_not taper,,,
floor replace,,,
1/2_table reset,,,
leak rear_of,,,
load manually,,,
timer,,,
hydraulic_leak report,,,
hit fork_truck,,,
wire pendant,,,
accumulator unit,,,
pressure valve,,,
brush_unit safety guard,,,
time_per bar,,,
42893,,,
multiple fault,,,
safety guard repair,,,
sense,,,
relace,,,
replace spring,,,
rotation replace,,,
42949,,,
pan complete,,,
10bar charge_to 30bar,,,
42948,,,
splash cover,,,
monitor spindle drive,,,
cam switch fault,,,
st#10 replace,,,
6 spindle,,,
remove jammed,,,
swap_with rebuild,,,
rot cam switch,,,
trepan,,,
issue remain,,,
reverse timer,,,
report replace,,,
remount brush_unit safety,,,
home replace,,,
axis error,,,
st 11,,,
remount brush_unit,R,,
pump leak,,,
tool life,,,
brush_unit safety,I,brush_unit_safety,
chain_break chain,,,
bear st#8,,,
st#6_vertical mill,,,
safety guard,I,safety_guard,
valve h11,,,
gripper jaw,,,
splice,,,
guard repair,,,
drill_detector st#2 inop,,,
hose mfg,,,
will_not reverse,,,
jog,,,
prox set,,,
floor complete,,,
table speed,,,
st#2 inop,,,
clear replace,,,
alarm jose,,,
sensor_cable replace,,,
16,,,
chamfer_unit belt,,,
sever,,,
shut_down machine,,,
adjust reverse,,,
inop replace blow,,,
coolant system alarm,,,
scream,,,
top_xd unit,,,
break drill,,,
wear bear,,,
detail,,,
electrical failure,,,
replace drill_detector,,,
detector_inop replace,,,
not_come replace,,,
motor brake,,,
timing,,,
vfd,,,
hyd_leak reg_wheel,,,
flag stick,,,
unit will_not fire,,,
control board,,,
see will_not,,,
shut machine,,,
replace table,,,
break inverter,,,
will_not index replace,,,
leak air,,,
drill detection,,,
42941,,,
st#8 valve,,,
lead_screw shaft,,,
hydraulic motor overload,R,,
side_a spindle,,,
jpm instal,,,
center cylinder,,,
clear chip jam,R,,
st#2_drill detector_inop replace,,,
fire replace,,,
120v,,,
monitor spindle,,,
rot cam,,,
valve stem,I,valve_stem,
ship,,,
st#9 brush_unit,,,
broken_wire aim,,,
repair wire,,,
cross_drill unit,,,
er module,,,
hyd_leak reg_wheel control_valve,,,
reg_wheel control_valve,,,
st#8 cross_drill,,,
bag filter,,,
power_pack filter,,,
er,,,
update,,,
connect plug,,,
plc battery,,,
50 micron,,,
table up_down valve,,,
harden,,,
st#8 cross_drill head,,,
up_down valve,,,
micron,,,
overtime_fault adjust,,,
table_index overtime_fault,,,
motor too_hot alarm,,,
grind room,,,
can_not adjust,,,
roof,,,
drain pipe,,,
break lead_screw,,,
heat exchanger,,,
return prox,,,
42937,,,
grate,,,
accumulator no_issue,,,
leak dresser control_valve,,,
find at_30bar,,,
drip,,,
offload_conveyor inop,R,,
pump oil,,,
slam,,,
upper belt pulley,,,
air leak replace,,,
bad relay,,,
rebuild valve,,,
st#12 valve,,,
check_request,S,check_request,
dresser control_valve replace,,,
ap,,,
destroy,,,
replace prox sensor,,,
rupture hydraulic hose,R,,
50bar no_issue,,,
turret 1,,,
not_go under_control,,,
work zone,,,
p_o remove,,,
replace skimmer,,,
break disc,,,
chill,,,
auto cycle,,,
repair wiring,,,
elbow,,,
clutch replace,,,
sensor_cable break,R,,
iemca encoder,,,
engagement,,,
conduit,,,
out_of gear,,,
polarity swap,,,
guage,,,
replace leak fit,,,
activate spindle,,,
ne repair,,,
42739,X,,
leak seal,,,
leak dresser,R,,
replace leak dresser,R,,
10bar charge_to 30bar_hp,,,
note,,,
replace demag,,,
build pressure,,,
turret lock replace,,,
inop instal,,,
both_lp,,,
43001,,,
15,X,,
output module,,,
wire break,,,
b.,I,,
exchanger,,,
inop replace fuse,,,
80,,,
install new,,,
replace bar,,,
use spare,,,
clutch rebuild,,,
wind,,,
break clamp_screw,,,
alarm trip_breaker,,,
search,,,
ram,,,
clamp repair,,,
ram inop,,,
connection cable,,,
dreher,,,
email,,,
bar stop alarm,P,bar_stop_alarm,
inop loose,,,
fault swap,,,
fault bar,,,
break link,,,
collet_clos roll,,,
tank overfill,,,
prove,,,
i19,,,
r o,,,
loose spindle,,,
fit operator_level,,,
connection loose,,,
filter bag,,,
low replace,,,
brush_unit jam forward,,,
result,,,
display,,,
station 10,,,
stop mid,,,
break paddle,,,
match,,,
tool_holder remove,,,
42942,,,
gripper inop,,,
dwell,,,
eng,,,
clamp remove replace,,,
clamp remove,,,
tool_holder clamp,,,
break replace belt,,,
adjust air,,,
breaker_trip replace,,,
tension loose,,,
stick 1/2_table,,,
unjammed,,,
temporary,,,
43069,,,
tool head remove,,,
fall_out gear clutch,,,
screw operator_level,,,
doug patrick,,,
replace adjust,,,
replace red,,,
rebuild request,,,
x_axis overtravel,,,
nc,,,
with_new cable,,,
screw tighten,,,
replace set,,,
loose pulley,,,
replace entire,,,
42907,,,
adjustment request,,,
fault breaker,,,
brush motor,,,
4 hour,,,
st#12 spindle,,,
align turret,,,
43078,,,
request issue,,,
unit 2,I,unit_2,
0bar,P,zero_pressure,
front_side door_interlock,,,
frequency converter,,,
ejection,,,
delivery,,,
add chip_guard,,,
overload replace,,,
chip_guard 11,,,
43005,,,
stick_forward replace,,,
hydromat,I,,
i5,,,
part_catcher basket,,,
replace axis,,,
transport alarm,,,
base pull,,,
overide,,,
adjust nut,R,,
charge to_30bar,S,charge,"THIS IS INTERESTING BECAUSE THIS COULD BOTH BE ""CHARGE"" AND EITHER LOW PRESSURE OR HIGH PRESSURE FOR THE PROBLEM ACTION"
break allen,,,
coolant_pump impellor,,,
allen wrench,,,
pin break replace,,,
6 break,,,
42913,,,
iemca_track 6 break,,,
brush_unit nok,,,
leak clean area,,,
coolant will_not,,,
pendant replace,,,
tank drain,,,
request check,,,
prox_cable break,,,
flush,,,
repair broken_wire,,,
reinstall align,,,
allen wrench tip,,,
broken disc clutch,,,
clutch slip replace,,,
add air tool,,,
break allen wrench,,,
flag prox_cable break,,,
transition,,,
50bar tag,,,
broken disc,R,,
clutch drive,I,clutch_drive,
hp ok,R,,
report wear,,,
replace broken disc,R,,
accumulator low charge_to,,,
wrench tip,,,
st2 low pressure,,,
lock nut,,,
register,,,
add chip_guard 11,,,
failure motor,,,
sealer,,,
k11,,,
pully,,,
adjust brake,,,
k10,,,
trip_breaker reset,,,
swap 35/60,,,
load shuttle,,,
bolt replace,,,
feed speed,I,feed_speed,
set too_low,P,low,
x_axis ball_screw,,,
pressure set,,,
cycle adjust,,,
replace bladder,,,
valve collet,,,
set table,,,
brush_unit will_not,,,
vibrate,,,
cap,,,
robot inop,,,
replace high_speed counter,,,
replace high_speed,,,
adjust belt,,,
offload robot inop,,,
replace hsk_clamp,,,
alarm report,,,
overheat replace,,,
unit repair,,,
hydraulic pump motor,,,
k10 k11,,,
norm neveux,,,
bus plug,,,
boot,,,
side_a turret chip,,,
return_line leak,,,
tank leak,,,
shut_down replace,,,
strike,,,
chip_guard 11 12,,,
remove replace screw,,,
clamp_screw remove replace,,,
brush_unit lead_screw,,,
solve,,,
replace repair,,,
neveux,,,
clamp_screw strip remove,,,
fabricated,,,
motor contactor replace,,,
st#5 motor,,,
weld shut,,,
finish replace,,,
due_to bad,,,
accumulator iemca need_to,,,
rectifier,,,
coolant mis alarm,,,
vogel_system fault,,,
mis alarm,,,
plug connection,,,
accumulator iemca,,,
pressure find,,,
no_power replace fuse,,,
iemca_track 6,,,
replace coil,,,
gage drop,,,
warm,,,
paint require,,,
fit replace,,,
0,X,,
coalescent,,,
glass scale,,,
pusher hang,,,
remove base,,,
trip replace,,,
technician,,,
hp hydraulic,,,
bleed,S,,
coolant hose replace,R,,
valve stick,,,
check interlock,,,
inop new,,,
incorrect,,,
fault load,,,
hp coolant hose,I,high_pressure_coolant_hose,
replace 2,,,
rupture hp coolant,R,,
bad gear,,,
rupture hp,R,,
rack cylinder,,,
receive unit,,,
stop pin,,,
rapid,,,
charge complete,,,
replace encoder couple,,,
tube bear,,,
replace spindle motor,,,
spndle,,,
truck,I,,
minute,,,
machine shut_off,,,
st#5v,,,
find wear,,,
add oil,,,
end_of bar,I,bar_end,
tank operator_level,,,
calibrate,,,
system fault replace,,,
controller board,,,
housing remove,,,
break housing,,,
motor contactor fault,,,
upright,,,
hs change_shaft,,,
request_both accumulator,,,
break instal,,,
head rebuild,,,
accumulator read,R,,
accumulator_check request_both accumulator,,,
bus duct,,,
bad connection,,,
pulley bear,,,
belt tear,,,
accumulator gage drop,,,
st#2 bearing_wear,,,
electrical issue,,,
leak hp,,,
low >,,,
draw bar,I,draw_bar,
turret clear,,,
incomplete,,,
replace breaker,,,
alignment align,,,
pendant blank,,,
over_travel limit alarm,,,
remove replace broken,,,
600,,,
complete cut,,,
leak leak,,,
spark,,,
turret clear chip,,,
table_down prox adjust,,,
drive_belt break,,,
asses cut_off unit,,,
1st,X,,
fault pressure,,,
asses cut_off,,,
asses,,,
vrf,,,
bear seal replace,,,
screw break,,,
wrong time,,,
electric coil,,,
pos,,,
trw,,,
major leak,,,
swap_with shelf,,,
inverter issue,R,,
repair reinstall,,,
excessive hydraulic consumption,,,
repair complete,,,
earlier day,,,
forward replace,,,
alarm operator,,,
replace strip,,,
report leak,,,
leak at_rear machine,,,
z1 ball_screw,,,
repeatedly trip,,,
seal spindle,,,
table stick,,,
return prod,,,
unable_to remove,,,
vogel_tank leak,,,
spray clean,,,
chiller unit,,,
hydraulic consumption,,,
remove chiller,,,
valve st#2,,,
stick at_1/2,,,
rotary,,,
valve open,,,
valve leak hydraulic,R,,
way,,,
measure,,,
new accumulator,,,
hydraulic oil replace,,,
review steve,,,
table stick at_1/2,,,
excessive hydraulic,,,
motor overheat replace,,,
pump order,,,
adjust table_down,,,
anca,,,
external,,,
polished,,,
hydraulic_fluid replace,,,
3 break,,,
pcm clamp_screw,,,
filter motor,,,
pressure gage,,,
hard drive,,,
carraige,,,
tooling,,,
cb17,,,
laser td,,,
motor hang,,,
remove cover,,,
and_tag accumulator complete,,,
phase,,,
pump remove,,,
spin collet,,,
operator unable_to,,,
miss bolt,,,
42956,,,
iemca_track replace,,,
oil skimmer,,,
loud noise,,,
reverse contactor,,,
valve instal,,,
replace cut_off,,,
replace cut_off unit,,,
kit,,,
bear bad,,,
will_not turn_on replace,,,
spinner will_not turn_on,,,
