token,NE,alias,notes
room_temperature too_warm in_bldg,#N/A,,
need adjust,#N/A,,
2nd_floor,#N/A,,
calibrate adjust_stat,#N/A,,
a132,,,
serve room,,,
remove_old,#N/A,,
portrait_room,#N/A,,
stat verify_proper_operation,#N/A,,
due_to_contractor,#N/A,,
71_degree,#N/A,,
discharge set_point,#N/A,,
that_serve,#N/A,,
fan_fail,#N/A,,
replace_diaphragm calibrate_stat check_operation,#N/A,,
visitor_center,#N/A,,
add_heat,#N/A,,
poc_bobby,#N/A,,
unit start,,,
note_false_asset_list,#N/A,,
reset_vav_box,#N/A,,
request check_room_temperature- too_hot,#N/A,,
check too_cold temperature,#N/A,,
align tension,#N/A,,
room find,#N/A,,
supply_grill,#N/A,,
pipe_shop make_repair,#N/A,,
b105,,,
replace_diaphragm induction_unit,#N/A,,
adjust_set_point thermostat,#N/A,,
poc_willy,#N/A,,
close_out_ms,#N/A,,
-PRON- room,#N/A,,
see_if,#N/A,,
south,,,
repair damper,S,repair,
siemen,#N/A,,
actuator room,#N/A,,
lady_room,#N/A,,
dirty,,,
vortex,,,
s,X,,
humidity control,,,
ahu-6_2,#N/A,,
burn_smell,#N/A,,
motor replace,#N/A,,
bracket,I,,
direct,,,
end_of,#N/A,,
pipe_shop replace,#N/A,,
check water,,,
instrument,I,,
piping,I,,
b126,,,
70,#N/A,,
hv,,,
gym,,,
b118,,,
cool_section,#N/A,,
60,#N/A,,
a267,,,
replace fuse,S,replace,
72,#N/A,,
leak water,P,leak,
actuator check_operation,#N/A,,
thermostat set,I,thermostat_set_point,
check leak,#N/A,,
range,,,
resent_code_to vav,#N/A,,
b185,,,
a100,,,
contact customer,S,poc_customer,
poc_bruce,#N/A,,
alignment,I,,
80*f,I,80F,
ne replace,#N/A,,
renovate,,,
freeze_stat_alarm action_take_reset_fs,#N/A,,
b152,,,
check exhaust,P,check_request,
not_able_to locate,#N/A,,
b106,,,
all_is_work_well,#N/A,,
check unit find,#N/A,,
action_take_none,#N/A,,
reset controller,S,reset,
poc_kelso,#N/A,,
action_take calibrate_stat check_operation,#N/A,,
reset_fault start_equipment,#N/A,,
electric_shop replace motor,#N/A,,
request check air,#N/A,,
system aok,#N/A,,
62*f,I,62F,
replace_diaphragm re_heat,#N/A,,
due_to_pm,#N/A,,
happen,,,
a357,,,
aware,,,
water_detection_sensor,#N/A,,
find stat set,#N/A,,
fume_hood in_bldg,#N/A,,
reset system,#N/A,,
suspect,X,,
specification,,,
68_degree,#N/A,,
carpet,I,,
drip_ell,#N/A,,
man_,#N/A,,
man_'s,#N/A,,
rebuild_actuator,#N/A,,
a103,,,
a140,,,
b140,,,
op,#N/A,,
207,#N/A,,
water_fountain,#N/A,,
info,,,
job,,,
b115,,,
sheaf,I,,
stuffy,P,stuffy,
warm air,I,warm_air,
bypass,,,
17,#N/A,,
30,#N/A,,
b158,,,
unit replace,#N/A,,
acu-17,I,acu-17,
replace_break_belt,#N/A,,
ahu-1,I,ahu-1,
programming,,,
starter,I,,
think,X,,
nist,,,
column,,,
a_few,#N/A,,
outside_air_damper,#N/A,,
leak room,#N/A,,
reset_fault start,#N/A,,
hood_exhaust,#N/A,,
please_see,#N/A,,
action_take change,#N/A,,
checked_operation,#N/A,,
action_take check_operation,#N/A,,
remain,,,
action_take find no_issue,#N/A,,
check discharge,P,check_request,
randy_wixom,#N/A,,
loud_noise,#N/A,,
stroke,,,
poc_daniel,#N/A,,
const_shop,#N/A,,
experiment,,,
100,#N/A,,
make_sure,#N/A,,
indicate_that,#N/A,,
pm'd,,,
b248,,,
replace_re_heat_diaphragm adjust_stat,#N/A,,
aml,,,
clear_alarm verify_proper_operation,#N/A,,
find acu-3,#N/A,,
informed_customer_that,#N/A,,
return to_normal,#N/A,,
verify_calibration_of stat,#N/A,,
discharge temp,I,temperature,
due_to_load_shedding,#N/A,,
b164,,,
please_contact,#N/A,,
check fume_hood,#N/A,,
issue_resolve,#N/A,,
off_open valve,#N/A,,
preventive_maintenance,#N/A,,
wiring,I,,
fabricate install,#N/A,,
top_of,#N/A,,
b114,,,
bearing shaft,#N/A,,
glycol,I,,
a705,,,
a310,,,
guide_hall,#N/A,,
mod,,,
motor_sheave,#N/A,,
result,,,
b109,,,
unit -PRON-,#N/A,,
s room,,,
b123,,,
manual,,,
union,,,
b324,,,
replace_flex_connection,#N/A,,
s office,I,office,
insulate,S,,
several_time,#N/A,,
after_furniture,#N/A,,
dielectric,I,,
replace 3,S,replace,
on_monday,#N/A,,
turn -PRON-,#N/A,,
extension,I,,
50%,#N/A,,
store_room,#N/A,,
repair leak valve,,,
c100,,,
damper motor,R,,
a145,,,
acu_c1,#N/A,,
b339,,,
in_bldg 101,#N/A,,
room -PRON-,#N/A,,
system run,#N/A,,
clean_coil,#N/A,,
alarm action_take,#N/A,,
check_calibration_of,#N/A,,
poc_jame,#N/A,,
a150,,,
action_take replace fail,#N/A,,
building_manager,#N/A,,
very_warm_in_bldg,#N/A,,
belimo_actuator,#N/A,,
alarm clear,,,
hot rm,P,hot,
contractor_work,#N/A,,
adjust_stat set,#N/A,,
very_cold calibrate_stat,#N/A,,
safety_office,#N/A,,
a107,,,
adjust room_temperature,#N/A,,
check -PRON-,#N/A,,
verify_calibration,#N/A,,
too_hot find,#N/A,,
sheet_metal_shop,#N/A,,
confirm_operation aok,#N/A,,
check warm,P,hot,
f.s_on,#N/A,,
bldg_222,#N/A,,
off_position,#N/A,,
do_not_work,#N/A,,
side_of,#N/A,,
check air_flow,#N/A,,
adjust_t_stat,#N/A,,
calibrate_stat verify_operation,#N/A,,
aware_of,#N/A,,
issue relate_to,#N/A,,
adjusted_thermostat,#N/A,,
too_cold find,#N/A,,
turn_over_to ddc,#N/A,,
start hot_water_pump,#N/A,,
customer_say,#N/A,,
coil leak,P,leak,
calibrate_stat verify_proper_operation,#N/A,,
lack_of,#N/A,,
acu-,I,air_conditioning_unit,
humidity too_high,#N/A,,
unit make_noise,#N/A,,
office calibrate_stat,#N/A,,
action_take clean,#N/A,,
poc_joseph,#N/A,,
fume_hood alarm,#N/A,,
calibrated,S,calibrate,
suppose,,,
908_controller,#N/A,,
check area find,#N/A,,
belt_align,#N/A,,
hour,,,
air_volume,#N/A,,
handle,,,
purchase,,,
vibrate,I,vibration,
weld,,,
advise,,,
belimo,,,
condenser,I,,
a109,,,
b150,,,
change filter,S,replace,
a127,,,
bldg_224,#N/A,,
203,#N/A,,
prevent,,,
fumehood,I,,
a262,,,
unit room,#N/A,,
reverse,,,
entrance,I,,
supply return,#N/A,,
acu-19,I,acu-19,
repair complete,#N/A,,
blast,,,
-PRON- work,#N/A,,
office too_warm,#N/A,,
check office,P,check_request,
go_back,#N/A,,
two_induction_unit,#N/A,,
e_fan,#N/A,,
replace_diaphragm actuator,#N/A,,
exhaust_fan_not_work,#N/A,,
due_to_power_bump,#N/A,,
would_like,#N/A,,
acu-1 2,#N/A,,
install_new,#N/A,,
respond,,,
office very_hot,#N/A,,
bring,,,
request check warm,#N/A,,
poc_susan,#N/A,,
build_227,#N/A,,
replace with_new,#N/A,,
lecture_room,#N/A,,
very_cold calibrate_stat check_operation,#N/A,,
calibrate_stat set_for_72*f,#N/A,,
confirm_proper_operation,#N/A,,
too_cold raise_set_point,#N/A,,
second,,,
probably,,,
humidty_too high,#N/A,,
induction_unit calibrate_stat,#N/A,,
hasn't,,,
wait_for,#N/A,,
valve check_operation,#N/A,,
poc_lisa,#N/A,,
poc_melissa,#N/A,,
suspect_that,#N/A,,
occur,,,
converter,I,,
pulley belt,#N/A,,
adjustment_make,#N/A,,
confirm_calibration,#N/A,,
raise_temp,#N/A,,
fan_selection,#N/A,,
replace_belt check_operation,#N/A,,
regulator,I,,
probe,I,,
roll_filter,#N/A,,
ahu-6_1,#N/A,,
b143,,,
build_215,#N/A,,
b05,,,
spring,I,,
drive_issue,#N/A,,
red,,,
e-4,,,
temperature humidity,#N/A,,
22,#N/A,,
a_corridor,#N/A,,
additional,,,
unit leak,P,leak,
valve stem,I,valve_stem,
lose,P,loose,
b217,,,
air room,#N/A,,
occupant,,,
humidity_pot,#N/A,,
a155,,,
storage,,,
acu_3,#N/A,,
freeze_stat_alarm come_in,#N/A,,
cool_mode,#N/A,,
fitting,I,,
lock_out,#N/A,,
fluctuate,P,,
clean vent,#N/A,,
leave_customer_a message,#N/A,,
a355,,,
a161,,,
down_for_renovation,#N/A,,
action_take instal,#N/A,,
work_properly_now,#N/A,,
find_hand_valv off_open,#N/A,,
control set_point,#N/A,,
order replace,#N/A,,
valve actuator calibrate_stat,#N/A,,
induction_unit_valve calibrate_stat,#N/A,,
space control,#N/A,,
damper open,,,
room temp_ok,#N/A,,
sensor clear_alarm,#N/A,,
request check room,#N/A,,
alarm_go_off,#N/A,,
poc_laurean,#N/A,,
fan verify_operation,#N/A,,
920b_controller,#N/A,,
discharge high,P,discharge_high,
filter change,S,replace,
noise_go_away,#N/A,,
adjust_stat set_point poc,#N/A,,
crack,,,
lab cold,#N/A,,
replace fan,S,replace,
check_operation unit,#N/A,,
poc_dawn,#N/A,,
find control_valve,#N/A,,
reset_alarm start unit,#N/A,,
lower_set_point check_operation,#N/A,,
25,#N/A,,
action_take calibrate_thermostat,#N/A,,
b120,,,
a156,,,
room very_cold,#N/A,,
cole,,,
112,#N/A,,
unit service,#N/A,,
restart fan,S,reset,
induction_unit thermostat,#N/A,,
ofpm,,,
freeze_stat_reset_alarm,#N/A,,
set stat,S,adjust,
office in_bldg,#N/A,,
change_diaphragm,#N/A,,
unit check,#N/A,,
moisture,I,,
freon,I,,
trash,,,
a170,,,
e-2,,,
tile,,,
smoke,P,,
b127,,,
a245,,,
face,,,
roof_drain,#N/A,,
b145,,,
corner,,,
air_come_out,#N/A,,
kathy,I,person,
piece_of,#N/A,,
2014,#N/A,,
minute,,,
replace shaft,S,replace,
trouble_alarm,#N/A,,
a130,,,
air supply,,,
check alarm,P,alarm,
belt pulley,#N/A,,
will_not_reset,#N/A,,
conference,,,
readjust,S,adjust,
identify,,,
freezing,P,cold,
draw,,,
sound_like,#N/A,,
a02,,,
a151,,,
credit_union,#N/A,,
111,#N/A,,
a352,,,
site_outage,#N/A,,
create,,,
repair_broken,#N/A,,
very_humid,#N/A,,
chilled_water_coil,#N/A,,
restore_communication,#N/A,,
packing,,,
a146,,,
replace_re_heat_diaphragm verify_operation,#N/A,,
set_point_for_70*f,#N/A,,
no_other_problem,#N/A,,
off_restart check_operation,#N/A,,
b350,,,
b328,,,
not_work in_bldg,#N/A,,
acu-16,I,acu-16,
replace -PRON-,#N/A,,
action_take find system,#N/A,,
calibrate_stat check,#N/A,,
replace_sleeve_diaphragm,#N/A,,
no_other_issue,#N/A,,
rest_room,#N/A,,
recently,,,
actuator poc,#N/A,,
replace stat calibrate,#N/A,,
bldg_301,#N/A,,
b111,,,
go_off,#N/A,,
zone_4,#N/A,,
any_question,#N/A,,
notice,,,
sensor reset_alarm,#N/A,,
will_monitor,#N/A,,
release,,,
start_pump,#N/A,,
in_purge_mode,#N/A,,
actuator verify_proper_operation,#N/A,,
stat_for_70*f,#N/A,,
check valve,P,check_request,
mike,S,person,
damper set_point,#N/A,,
induction_unit_valve actuator,#N/A,,
room set_point,#N/A,,
b68,,,
c33,,,
change belt,P,bad,
b108,,,
poc_janet,#N/A,,
2nd_fl,#N/A,,
acu unit,I,air_conditioning_unit,
induction_unit_valve check_operation,#N/A,,
poc_thoma,#N/A,,
reset_f.s unit restart,#N/A,,
action_take calibrate,#N/A,,
clean filter,S,clean,
bump,,,
direction,,,
set 70_degree,#N/A,,
alarm_sound,#N/A,,
poc_cole,#N/A,,
acu_7,#N/A,,
too_cold make_adjustment_to,#N/A,,
offline,P,,
allow_for,#N/A,,
battery,I,,
fpm,,,
bolt,I,,
e-9,,,
a183,,,
pre_heat_coil,#N/A,,
b254,,,
display,I,,
excessive,,,
vibration_reading,#N/A,,
datum_logger,#N/A,,
b119,,,
re_heat_coil,#N/A,,
e-3,,,
sit,,,
evaporator,I,,
ef-3,,,
hepa_filter,#N/A,,
tag_out,#N/A,,
a353,,,
belt_guard,#N/A,,
out_side,#N/A,,
-PRON- come_in,#N/A,,
monday,,,
joc,,,
mep,,,
hot humid,#N/A,,
b365,,,
connect,I,,
b104,,,
b255,,,
reset fan,S,reset,
middle,I,,
gas,#N/A,,
74_degree,#N/A,,
read_low_velocity,#N/A,,
area action_take,#N/A,,
clean sensor,S,clean,
150,#N/A,,
hood read_low_velocity,#N/A,,
leak control_valve,#N/A,,
find_hand_valv off_open valve,#N/A,,
a224,,,
come_from_ceiling,#N/A,,
in_bldg 235,#N/A,,
thermostat calibrate,#N/A,,
at_this_time poc,#N/A,,
check fan,P,check_request,
55*f,I,55F,
too_cold replace,#N/A,,
b20,,,
duct_sensor,#N/A,,
reset_breaker,#N/A,,
work_well,#N/A,,
very_hot action_take,#N/A,,
bldg_226,#N/A,,
unit off_due_to,#N/A,,
set temp,S,adjust,
customer equipment,,,
action_take reset_alarm,#N/A,,
hwc-2,,,
long,,,
return fan,I,return_fan,
at_ext,#N/A,,
water system,#N/A,,
action_take remove,#N/A,,
accord,,,
order_new,#N/A,,
temp 70_degree,#N/A,,
back_up run,#N/A,,
water_detect,#N/A,,
very_cold office,#N/A,,
110,#N/A,,
leak action_take,#N/A,,
customer_write,#N/A,,
hot lab,P,hot,
discharge unit,#N/A,,
purge,,,
replace_faulty,#N/A,,
fail belt,P,failure,
b08,,,
23,#N/A,,
please_investigate,#N/A,,
fan check_operation,#N/A,,
prior,,,
acu 2,I,acu-2,
no_water_present reset_alarm,#N/A,,
start unit verify_operation,#N/A,,
check freeze_stat_alarm,#N/A,,
vav_'s,#N/A,,
base,,,
90_degree,#N/A,,
poc mr,,,
b128,,,
check belt,P,check_request,
thermostat poc_customer,#N/A,,
issue resolve,S,fixed,
a147,,,
stat verify_operation,#N/A,,
reset_alarm start system,#N/A,,
a330,,,
vav_,#N/A,,
30%,#N/A,,
adjusted stat,S,adjust,
email,,,
a_f,#N/A,,
acu discharge,I,discharge,
put_back,#N/A,,
freeze_stat_alarm reset_alarm start,#N/A,,
up_water,#N/A,,
possibly,,,
p,,,
auto_mode,#N/A,,
air_intake,#N/A,,
ensure,,,
100%,#N/A,,
honeywell,,,
preheat_section,#N/A,,
ef-6,,,
repack,#N/A,,
replace shaft bearing,#N/A,,
b147,,,
ladder,,,
west_end,#N/A,,
speed,I,,
tech,I,person,
head,I,,
east,I,,
damper_linkage,#N/A,,
b200,,,
109,#N/A,,
72f,I,72F,
alarm_present,#N/A,,
failure_alarm,#N/A,,
106,#N/A,,
removal,,,
control_valve_leaking,#N/A,,
ask,,,
b110,,,
new_motor,#N/A,,
acu_b5,#N/A,,
type,,,
a101,,,
operate_properly,#N/A,,
request check water_leak,#N/A,,
stat_for_72*f,#N/A,,
verify_discharge,#N/A,,
remove_pulley,#N/A,,
resolve_by,#N/A,,
poc_nancy,#N/A,,
reach,,,
replace_diaphragm reheat,#N/A,,
pm perform,#N/A,,
by_ddc,#N/A,,
replace induction_unit_valve actuator,#N/A,,
too_warm action_take,#N/A,,
freeze_stat reset,#N/A,,
customer_want,#N/A,,
alarm check,#N/A,,
space_temperature 72*f,#N/A,,
second_floor,#N/A,,
replace induction_unit_valve check_operation,#N/A,,
check_room_temperature- too_cold,#N/A,,
customer request,S,poc_customer,
by_electric_shop,#N/A,,
office calibrate_stat check_operation,#N/A,,
check noise,P,check_request,
2*f,I,2F,
adjust repair,#N/A,,
leak repair,#N/A,,
stat out_of_calibration,#N/A,,
adjust humidity,#N/A,,
shop_30_find,#N/A,,
humidity sensor,I,humidity_sensor,
ea,,,each
poc_kevin,#N/A,,
b252,,,
verify_space_temperature,#N/A,,
maybe,,,
close_out,#N/A,,
request adjust room_temperature,#N/A,,
request check fume_hood,#N/A,,
second_request,#N/A,,
73_degree,#N/A,,
117,#N/A,,
space poc,#N/A,,
actually,,,
exhaust hood,I,exhaust_hood,
air system,#N/A,,
system operation,#N/A,,
detect,,,
calibrate_stat set_for_70*f,#N/A,,
debris,I,,
air in_bldg,#N/A,,
b.,,,
b204,,,
adjust_stat set_point_for_70*f,#N/A,,
check with_customer,#N/A,,
adjust_stat verify_proper_operation,#N/A,,
too_warm calibrate_stat,#N/A,,
find acu,#N/A,,
check_operation system,#N/A,,
repair adjust,#N/A,,
raise temperature,S,adjust,
acu not_work,#N/A,,
confirm_proper,#N/A,,
no_other_problem find,#N/A,,
lower_discharge_set_point,#N/A,,
group,,,
poc_george,#N/A,,
belt_align tension,#N/A,,
paint,I,,
temperature to_normal,#N/A,,
a_lot_of,#N/A,,
room_temperature find,#N/A,,
repair_stuck_stem,#N/A,,
find acu-6,#N/A,,
very_cold action_take,#N/A,,
change_out,#N/A,,
find issue,#N/A,,
find re_heat,#N/A,,
p.m.,,,
18,#N/A,,
restart_unit after_power_bump,#N/A,,
check warm temperature,P,hot,
a324,,,
check room temp,P,check_request,
oil,I,,
a144,,,
e-10,,,
ice_maker,#N/A,,
b246,,,
heat pump,I,heat_pump,
bay,,,
b102,,,
high_bay,#N/A,,
carry_over,#N/A,,
rattle_noise,#N/A,,
b363,,,
a158,,,
check exhaust_fan,#N/A,,
b033,,,
intake,I,,
safe,,,
floor_drain_water_detector,#N/A,,
attempt,,,
thermo,I,thermostat,
thursday,,,
rick,I,person,
a141,,,
restart_equipment,#N/A,,
catch,,,
all_week,#N/A,,
stay,,,
please_fix,#N/A,,
discharge temperature,R,,
system -PRON-,#N/A,,
mechanical,,,
slow,,,
1/4,#N/A,,
record,,,
all_day,#N/A,,
shut,U,,
high temp,P,hot,
acu_e2,#N/A,,
per_f._potts,#N/A,,
humidifier,I,,
from_old_motor,#N/A,,
1 2,#N/A,,
drain_line,#N/A,,
rotation,I,,
poc_jennifer,#N/A,,
reset vav,S,reset,
water_detection_alarm fan_section,#N/A,,
night,,,
unit back_up,#N/A,,
b149,,,
find off_line,#N/A,,
personel,I,person,
acu-15,I,acu-15,
poc_ann,#N/A,,
pre_heat_diaphragm,#N/A,,
actuator induction_unit,#N/A,,
room_temperature very_warm_in_bldg,#N/A,,
236,#N/A,,
check acu,P,check_request,
check hood,P,check_request,
coordinate_with,#N/A,,
different,,,
unit_down_for pm,#N/A,,
poc_kathryn,#N/A,,
replace_control_valve calibrate_stat,#N/A,,
will_not_start,#N/A,,
check a_c,#N/A,,
action_take lower_discharge,#N/A,,
room control,#N/A,,
find exhaust_fan,#N/A,,
set_point verify_proper_operation,#N/A,,
let,,,
loose_wire,#N/A,,
update,,,
office -PRON-,#N/A,,
check noise_come_from,#N/A,,
replace control,S,replace,
pat,,,
replace induction_unit_valve calibrate_stat,#N/A,,
have_indicate_that,#N/A,,
too_cold adjust,#N/A,,
air office,#N/A,,
find damper,#N/A,,
heat not_work,#N/A,,
check humidity,P,check_request,
vortex_damper,#N/A,,
verify_operation_of re_heat_valve,#N/A,,
question,,,
lady,,,
66*f,I,66F,
verify temperature,P,check_request,
stat adjust_set_point,#N/A,,
62_degree,#N/A,,
d.,,,
8,#N/A,,
removed,P,removed,
poss,,,
complete m_slip,#N/A,,
cold action_take,#N/A,,
will_call,#N/A,,
say_that,#N/A,,
action_take work,#N/A,,
28,#N/A,,
serve_by,#N/A,,
belt tension,#N/A,,
thermostat set_point,#N/A,,
b308,,,
70f,I,70F,
a227,,,
actuator adjust_stat,#N/A,,
replaced_induction_unit,#N/A,,
ductwork,I,duct_work,
poc_barbara,#N/A,,
a153,,,
21,#N/A,,
a115,,,
present_at_this_time,#N/A,,
action_take unit,#N/A,,
room warm,#N/A,,
penthouse,I,,
poc_frank,#N/A,,
a229,,,
find acu-10,#N/A,,
touch,,,
very_cold room,#N/A,,
customer_say_that -PRON-,#N/A,,
loud_noise_come_from,#N/A,,
belt break,P,broken,
b226,,,
valve verify_operation,#N/A,,
a221,,,
for_68*f,#N/A,,
reciev,#N/A,,
filter replace,#N/A,,
a232,,,
tomorrow,,,
adjusted_air_flow,#N/A,,
fan_fail_booster,#N/A,,
air damper,I,damper,
office hot rm,#N/A,,
action_take_reset_fs ok,#N/A,,
temperature too_hot in_bldg,#N/A,,
temperature office,#N/A,,
in_hand_position,#N/A,,
do_so,#N/A,,
run_24/7,#N/A,,
find acu-4,#N/A,,
dump,,,
mold,P,,
jatin,I,person,
truck,,,
tube,I,,
cw,,,
bldg_216,#N/A,,
run_constantly,#N/A,,
restart system,#N/A,,
valve_leaking,#N/A,,
air_flow room,#N/A,,
experience,,,
pack,,,
contactor,I,person,
75_degree,#N/A,,
replace freeze_stat,#N/A,,
bldg_217,#N/A,,
hwc-1,,,
directly,,,
housing,I,,
a209,,,
a118,,,
b166,,,
a217,,,
fan bearing,I,fan_bearing,
break_belt,#N/A,,
freezer,I,,
tolerance,,,
north,,,
store,,,
-PRON- appear,#N/A,,
b355,,,
b239,,,
a354,,,
drill,I,,
flood,P,,
water_detection system,#N/A,,
kevin,I,person,
b325,,,
key,,,
-PRON- check,#N/A,,
address_by,#N/A,,
poc_elizabeth,#N/A,,
check room_temperature find,#N/A,,
temp control,#N/A,,
rise,,,
verify_operation_of stat,#N/A,,
clear_alarm start,#N/A,,
repair valve,S,repair,
low air_flow,#N/A,,
come_out,#N/A,,
b_corridor,#N/A,,
recalibrat,#N/A,,
71f,I,71F,
repair water_leak,#N/A,,
77*f,I,77F,
power_bump_restart,#N/A,,
report room,#N/A,,
broken_belt,#N/A,,
a119,,,
b122,,,
cold_air blow,#N/A,,
ac_not_work,#N/A,,
redirect_air_flow,#N/A,,
speak_with_customer -PRON-,#N/A,,
wall_thermostat,#N/A,,
project,,,
room temperture,I,temperature,
find belt,#N/A,,
all_three,#N/A,,
1st_fl,#N/A,,
that_serve_this,#N/A,,
c229,,,
t,X,,
check damper,#N/A,,
unit serve,,,
high_voltage,#N/A,,
action_take fabricate,#N/A,,
65,#N/A,,
keep_come_in,#N/A,,
leave_customer_a phone_message,#N/A,,
on_another_ms,#N/A,,
do_not_seem,#N/A,,
acu-1_discharge,#N/A,,
water_leak from_ceiling,#N/A,,
b157,,,
request check exhaust,#N/A,,
heat unit,I,heat_unit,
mslip,,,
freeze_protection,#N/A,,
b162,,,
b362,,,
check lab,P,check_request,
restart_unit check_operation,#N/A,,
due_to unit,#N/A,,
turn a_c,#N/A,,
damper_position,#N/A,,
warm temperature in_bldg,#N/A,,
talk_with_customer,#N/A,,
improve,,,
staff,,,
valve diaphragm,#N/A,,
b148,,,
form,,,
79*f,I,56F,
adjust_set_point for_70*f_poc,#N/A,,
check_room_temperature- too_cold in_bldg,#N/A,,
poc phone_message,#N/A,,
action_take replace induction_unit_valve,#N/A,,
zone_2,#N/A,,
perform_work,#N/A,,
find thermostat,#N/A,,
back_into,#N/A,,
informed_customer,#N/A,,
72.5*f,I,72F,
107,#N/A,,
fan not_work,#N/A,,
walk,,,
perform_freezestat_operation check_site_outage,#N/A,,
bearing belt,#N/A,,
ok at_this_time,#N/A,,
hrs,#N/A,,
serve_this_area,#N/A,,
submit,,,
unit back_up run,#N/A,,
room set,,,
56*f,I,56F,
room_temp_72,#N/A,,
set thermostat,I,adjust,
action_take_adjust_thermostat set_point,#N/A,,
request replace,#N/A,,
ru,,,
hang,,,
miller,,,
perform_freezestat_operation,#N/A,,
check_site_outage,#N/A,,
206,#N/A,,
check attic,P,check_request,
amount_of,#N/A,,
build_223,#N/A,,
b317,,,
unit not_work,#N/A,,
clean unit,S,clean,
adjust calibrate_thermostat,#N/A,,
squeal,P,noisy,
replace_control_valve actuator,#N/A,,
room action_take,#N/A,,
b247,,,
informed,,,
valv_off_open,#N/A,,
hood_monitor,#N/A,,
adjust humidity set_point,#N/A,,
alarm find,#N/A,,
verify_proper_operation poc_john,#N/A,,
a163,,,
freeze_stat_alarm action_take,#N/A,,
leak poc,#N/A,,
stat calibrate_stat,#N/A,,
b133,,,
space_temperature 71*f,#N/A,,
room air,I,air,
unit line,#N/A,,
off_line_restart,#N/A,,
b229,,,
heater_not_work,#N/A,,
poc_wanda,#N/A,,
poc_samuel,#N/A,,
fume_hood_monitor,#N/A,,
close_comment,#N/A,,
humidity_level,#N/A,,
411/a183,,,
ahu-2_2,#N/A,,
blank,,,
flex,,,
flush_coil,#N/A,,
flash,,,
build_226,#N/A,,
say_-PRON-,#N/A,,
extreme,,,
_'s room,#N/A,,
lube,I,,
inboard,,,
bucket,I,,
replace bearing shaft,#N/A,,
link,,,
t-2,,,
a800,,,
a148,,,
supply humidity,,,
alarm due_to,#N/A,,
bearing replace,#N/A,,
canopy_hood,#N/A,,
will_not_clear,#N/A,,
high temperature,P,hot,
26,#N/A,,
end,,,
temp alarm,P,alarm,
replace bear,S,replace,
push,,,
unclogged_drain,#N/A,,
humidity high,#N/A,,
b124,,,
circuit,I,,
recover,,,
ef-2,,,
c114,,,
b113,,,
replace_re_heat_diaphragms,#N/A,,
ground,I,,
sheave,,,
cycle,I,,
auto_position,#N/A,,
rust,P,,
a309,,,
will_follow_up,#N/A,,
sarah_bell,#N/A,,
freeze_stat_alarm clear_alarm,#N/A,,
b345,,,
b244,,,
not_work room,#N/A,,
noise find,#N/A,,
b142,,,
ddc replace,#N/A,,
work ok,,,
heating unit,#N/A,,
change set_point,#N/A,,
valve actuator verify_operation,#N/A,,
action_take room,#N/A,,
high_humidity_in_bldg,#N/A,,
resent_code_to vav_box,#N/A,,
-PRON- cold,#N/A,,
due_to_contractor work,#N/A,,
102,#N/A,,
a205,,,
induction_unit stat,#N/A,,
running,#N/A,,
replace induction_unit,#N/A,,
start exhaust_fan,#N/A,,
humidity system,#N/A,,
bad_diaphragm,#N/A,,
cool air,I,cold_air,
140,#N/A,,
valv_off_open valve,#N/A,,
check room_temperature too_warm,#N/A,,
find no_problem,#N/A,,
drain_pan,#N/A,,
need -PRON-,#N/A,,
101_01,#N/A,,
system poc,#N/A,,
b163,,,
generate,,,
filter_selection,#N/A,,
reset restart,#N/A,,
b160,,,
poc_charle,#N/A,,
lecture_room_b,#N/A,,
replace_belt_2ea,#N/A,,
room in_bldg,#N/A,,
notify_customer,#N/A,,
too_warm calibrate_stat check_operation,#N/A,,
heritage_room,#N/A,,
acu_4,#N/A,,
blow air,#N/A,,
off_start unit,#N/A,,
reset adjust,#N/A,,
ahu-1_1,#N/A,,
check low_humidity,#N/A,,
room calibrate_stat,#N/A,,
poc_val,#N/A,,
b139,,,
calibrate adjust_set_point,#N/A,,
chill_water_actuator,#N/A,,
degree_f,#N/A,,
customer_happy,#N/A,,
-PRON- okay_now,#N/A,,
replace_control_valve check_operation,#N/A,,
main_air_line,#N/A,,
a41,,,
b313,,,
poc_carrie,#N/A,,
request check_room_temperature- too_cold,#N/A,,
-PRON- find,#N/A,,
400,#N/A,,
unit verify_proper_operation,#N/A,,
reset repair,#N/A,,
check repair,#N/A,,
check calibration,P,check_request,
send_code,#N/A,,
poc_jolene,#N/A,,
extremely_warm,#N/A,,
too_hot adjust,#N/A,,
system off_line,#N/A,,
a365,,,
come_down,#N/A,,
no_other_issue find,#N/A,,
room b,,,
hot in_bldg,#N/A,,
temperature too_cold in_bldg,#N/A,,
6_2,#N/A,,
replace water_detection_sensor,#N/A,,
work -PRON-,#N/A,,
belt_aligned,#N/A,,
find discharge,#N/A,,
room_temp_72 degree,#N/A,,
on_another_m,#N/A,,
instal -PRON-,#N/A,,
a228,,,
come_in clear,#N/A,,
re_heats,#N/A,,
check equipment,#N/A,,
roof_top_unit,#N/A,,
a257,,,
find unit_down_for,#N/A,,
overhead,,,
work_properly_at_this,#N/A,,
work_properly_at_this time,#N/A,,
source,,,
find control_valve leak,#N/A,,
control system,#N/A,,
action_take_reset_freezestat,#N/A,,
too_humid,#N/A,,
2nd_request,#N/A,,
build_245,#N/A,,
