824,2015-09-10,,Sinico,NaN,NaN,Chamfer station belt broken,Replaced belt,-1
825,2015-09-11,,H25,NaN,NaN,Stripped screw on St#12 tool holder clamp,Removed and replaced,-1
826,2015-09-11,,H27,NaN,NaN,Brushing unit motor INOP,Motor replaced       ,-1
827,2015-09-11,,H34,NaN,NaN,Hydraulic leak on power pack,Tightened leaking fitting,-1
828,2015-09-11,,H36,NaN,NaN,Chip conveyor INOP,Plug in connector loose!; Operator level,-1
829,2015-09-11,,H5,NaN,NaN,St#8 Bottom Cross Drill head INOP,Replaced,-1
830,2015-09-11,,H8,NaN,NaN,Stripped screw in tool holder,Removed; Operator Level,-1
831,2015-09-11,,I18,NaN,NaN,Iemca will not extract bar end,Adjusted proximity switch S4.7,-1
832,2015-09-11,,Prab,NaN,NaN,Parts separator paddle caught in chute,Removed paddle from chute / Replaced broken paddles on parts separator.,-1
833,2015-09-11,,SC6,NaN,NaN,Cooling unit not ready for oper; fault,Pressure switch is OPEN; Closed,-1
834,2015-09-12,,H11,NaN,NaN,Loose clutch on chip conveyor,Replaced two broken discs on clutch,-1
835,2015-09-12,,H34,NaN,NaN,"Check, charge, accumulators",LP ok at 30bar / HP at 40bar; Charged to 50bar,-1
836,2015-09-12,,I17,NaN,NaN,Facing travel INOP; Iemca,Replaced prox sensor on facing travel flag,-1
837,2015-09-12,,I19,NaN,NaN,Parts catcher destroyed after jam in machine,Replaced broken cylinder and repaired parts catcher bracket,-1
838,2015-09-14,,Deco 1,NaN,NaN,Ejector support shaft ID thread damage,Repaired threads and using longer bolt,-1
839,2015-09-14,,H11,NaN,NaN,St#12 valve too fast; cannot be slowed down,Rebuilt valve on bench and swapped out bad valve for repair,-1
840,2015-09-14,,H38,NaN,NaN,Chip conveyor jammed,Base drained and removed to get chip nests cleared,-1
841,2015-09-14,,I17,NaN,NaN,Hydaulic leak         ,Replaced hydraulic hose at parts catcher,-1
842,2015-09-14,,Presetter,NaN,NaN,HSK 32-25 clamp broken on tool holder,Replaced Clamp  ,-1
843,2015-09-14,,T98,NaN,NaN,Upper belt pulley bearings worn,Replaced bearings and pully spline,-1
844,2015-09-15,,H37,NaN,NaN,Install grate and screen in drip pan,Completed,-1
845,2015-09-15,,I5,NaN,NaN,Slide 6.1 (Pick Off) has excessive play,Pick off removed and slide adjusted; NN reailigned,-1
846,2015-09-15,,Reclaim,NaN,NaN,INOP pump on oil pumper cart,Replaced with working pump,-1
847,2015-09-15,,SC6,NaN,NaN,Cooling unit INOP,Ocean State Mechanical onsite to check and charge oil chilling unit.,-1
848,2015-09-16,,CG231,NaN,NaN,Coolant tank needs to be cleaned,Base cleaned; Pump was INOP during the cleanout,-1
849,2015-09-16,,FPI,NaN,NaN,Pressure gauges on tank filters INOP,Replaced three gauges and installed dampeners,-1
850,2015-09-16,,H14,NaN,NaN,St#2 drill detect INOP,Installed new sensor that arrived 9/23,-1
851,2015-09-16,,H23,NaN,NaN,Coolant pumps splashing oil onto floor,Replaced impellers and housings on both pumps,-1
852,2015-09-16,,H24 ,NaN,NaN,Low coolant flow in work zone,Bag filter was found in tank feeding main colant runk line; SHOULD BE NO FILTER!!,-1
853,2015-09-16,,H27,NaN,NaN,Inverter failure,Swapped inverter with H4; Alex installed / Inverter rebuilt on 9/17,-1
854,2015-09-16,,H34,NaN,NaN,Hydraulic leak,Replaced elbow at bar loader motor,-1
855,2015-09-16,,I19,NaN,NaN,Major hydraulic leak,Seals on spindle horseshoe ruptured; Repaired,-1
856,2015-09-16,,I2,NaN,NaN,Side B turret will not lock,Spindle collision with turret; Locking corrected and aligned,-1
857,2015-09-16,,QA,NaN,NaN,Smartscope Z Axis drive INOP,Ball screw was binding when traveller was fully lowered,-1
858,2015-09-17,,H10,NaN,NaN,"Check, Charge, Tag accumulator",Found accumulator at 25bar; charged to 30bar,-1
859,2015-09-17,,I20,NaN,NaN,Iemca encoder actuator and bracket broken,Bracket and encoder replaced,-1
860,2015-09-17,,T100,NaN,NaN,Slipping out of gear,Clutch adjusted,-1
861,2015-09-17,,T103,NaN,NaN,Clutch engagement too toight,Clutch adjusted,-1
862,2015-09-17,,TR2 DK,NaN,NaN,Replace DusKolector air bags,Completed,-1
863,2015-09-18,,H12,NaN,NaN,Excessive accumulator drop; 20bar,Accumulator pressure at standard; 30bar,-1
864,2015-09-18,,H25,NaN,NaN,Table DOWN prox sensor cable broken,Replaced cable,-1
865,2015-09-18,,I1,NaN,NaN,Side A coolant leak,Tubing spliced,-1
866,2015-09-18,,I5,NaN,NaN,Major hydraulic leak at rear of Iemca,Replaced steel hydraulic tube,-1
867,2015-09-18,,T100,NaN,NaN,Clean base,Completed,-1
868,2015-09-18,,T98,NaN,NaN,Clean base,Completed,-1
869,2015-09-19,,H38,NaN,NaN,Chip conveyor INOP,Replaced clutch,-1
870,2015-09-19,,I3,NaN,NaN,Major coolant leak behind Side A turret,Repaired   (??????),-1
871,2015-09-19,,Sinico,NaN,NaN,Chamfer unit 1 belt broken,Replaced belt,-1
872,2015-09-21,,H27,NaN,NaN,Broken bar feeder chain,Repaired,-1
873,2015-09-21,,H28,NaN,NaN,Spindle #5 bearings worn ? Chatter,Replaced bearings in 26/80 spindle,-1
874,2015-09-21,,H7,NaN,NaN,Spindle #11 leaking hydraulic fluid from spindle face seal,Replaced seal,-1
875,2015-09-21,,H7,NaN,NaN,Broken pin for flange adjustment St#8,Removed broken pin and replaced with new,-1
876,2015-09-21,,I2,NaN,NaN,Low coolant flow side B ,Removed and cleaned turret. Replaced two prox sensors and aligned,-1
877,2015-09-21,,NM1,NaN,NaN,Parts catcher will not return in AUTO ,,-1
878,2015-09-21,,TK3,NaN,NaN,Ruptured main coolant line,Replaced main coolant hose,-1
879,2015-09-22,,Durr,NaN,NaN,Machine will not RUN,Cleared Basket IN/OUT sensor alarm and sent machine to base position,-1
880,2015-09-22,,H16,NaN,NaN,Skimmer Pump on washer not working,Replaced with spare pump; Unit tio be rebuilt,-1
881,2015-09-22,,H25,NaN,NaN,Brush unit INOP,Unit jammed forward; reset,-1
882,2015-09-22,,H28,NaN,NaN,Rebuild LL XD head; bearings? Breaking XD,XD head rebulit and reinstalled,-1
883,2015-09-22,,H6,NaN,NaN,Offload automation leaving empty pockets in trays,Adjusted part pick up sensor,-1
884,2015-09-22,,I1,NaN,NaN,Air leak at transport unit 1 cushion cylinder,Replaced airline fitting,-1
885,2015-09-22,,I2,NaN,NaN,Side A turret leakiing coolant,Turret not an issue; broken coolant line replaced,-1
886,2015-09-22,,T103,NaN,NaN,Base needs to be cleaned,Cleaned,-1
887,2015-09-23,,H1,NaN,NaN,Check accumulatr,No issue at 30bar,-1
888,2015-09-23,,H1,NaN,NaN,Check St#6 spindle bearings,Checked OK but spindle bearings replaced anyway,-1
889,2015-09-23,,H11,NaN,NaN,Brushing unit not returning fully / Oil leak,,-1
890,2015-09-23,,H27,NaN,NaN,Check accumulators,LP accumulator ok / HP accumulator has shrader valve housing borken off; unable to check pressure. Removed and installed new bladder with charge to 50bar,-1
891,2015-09-23,,H8,NaN,NaN,Saw motor reported too hot,No issue; motor temp at 100* / H15 motor temp at 103*,-1
892,2015-09-23,,I1,NaN,NaN,Turret wrapped with chips; leaking coolant,"Removed, cleaned and reinstalled side B turret",-1
893,2015-09-23,,T92,NaN,NaN,Stock reel binding in stock reel stand; machine was hit by fork truck,Machine alignment ok; Stock reel stand detached and reset,-1
894,2015-09-24,,Durr,NaN,NaN,"""Chamber full too long"" alarm ",Emptied chamber in manual mode and returned machine to base position,-1
895,2015-09-24,,Durr,NaN,NaN,"""Basket in /out sensor"" alarm",Acitvated baske on exit conveyor and returned machine to base position,-1
896,2015-09-24,,H10 ,NaN,NaN,Excessive pressure drop reported when indexing,Checked accumulator again (2x in 7 days) Again no issue with accumulator at 30bar.,-1
897,2015-09-24,,H19,NaN,NaN,St#7 needs new control valve,Valve OK; Spinlde leaking internally. Repaired by replacing seal inside spindle cylinder,-1
898,2015-09-24,,H25,NaN,NaN,Bar loader chain broken,Repaired,-1
899,2015-09-24,,H27,NaN,NaN,(H39) Chip conveyor INOP,Replaced broken clutch discs,-1
900,2015-09-24,,I18,NaN,NaN,Hydraulic leak at rear of Iemca,Replaced ruptured hydraulic hose,-1
901,2015-09-24,,I2,NaN,NaN,keyed cycle RUN/EDIT selector switch INOP,Replaced with standard 2 position selector switch,-1
902,2015-09-24,,I6,NaN,NaN,Side A door interlock INOP,Replaced safety interlock; New parts ordered,-1
903,2015-09-24,,SC5,NaN,NaN,No power,Main coolant tank float switch INOP; Bypassed until a new unit can be purchased,-1
904,2015-09-24,,SC5,NaN,NaN,Cooling system fault,Motor contacor welded shut; Replaced / Burned plug in replaced,-1
905,2015-09-24,,TK2,NaN,NaN,Light INOP on presetter,Bulb replaced,-1
906,2015-09-25,,H27,NaN,NaN,Low main coolant pressure,Swapped pump with spare rebuilt pump,-1
907,2015-09-25,,H27,NaN,NaN,Missing St#4 valve (Removed on 3rd for St#11 H38),Valve needed a new bleeder valve; Replaced and installed on H27,-1
908,2015-09-25,,H37,NaN,NaN,Table index overtime faults,Adjusted flow control on Table UP/DOWN valve,-1
909,2015-09-25,,I5,NaN,NaN,Replace fire damaged components,Parts catcher prox / Pick off motor cables / parts offload conveyor belt all replaced,-1
910,2015-09-25,,Mitsubishi,NaN,NaN,Horn not working on Mitsubishi fork truck,Loose connection repaired,-1
911,2015-09-25,,SC10,NaN,NaN,Hydraulic Mains Fault,Charged accumulator,-1
912,2015-09-25,,Sinico,NaN,NaN,Clean out Sinico,Base cleaned,-1
913,2015-09-26,,H27,NaN,NaN,Chip conveyor INOP,Cleared Jam (part in chain) Reversed rotation,-1
914,2015-09-26,,H33,NaN,NaN,St#12 brush unit motor overload faults,Loose plug; Operator Level,-1
915,2015-09-26,,H36,NaN,NaN,Coolant pump tripping breaker,Loose plug; Operator Level,-1
916,2015-09-26,,T100,NaN,NaN,Machine will not start,Micro switch for P/O shearpin set improperly,-1
917,2015-09-27,,I5,NaN,NaN,Iemca track #1 broken,Channel track replaced along with worn channel guides; upper and lower,-1
918,2015-09-28,,H27,NaN,NaN,Bar loader INOP; No forward or reverse,Replaced 24V output module,-1
919,2015-09-28,,H30,NaN,NaN,Brush unit motor tripping breaker,Reversing motor contactor replaced,-1
920,2015-09-28,,I17,NaN,NaN,Major hydraulic leak at Iemca,Replaced ruptured hose,-1
921,2015-09-28,,T100,NaN,NaN,No Power,Reset all motor overload devices-Online,-1
922,2015-09-28,,T104,NaN,NaN,Smog Hose connection too long; Leaking oil,Shortened hose,-1
923,2015-09-29,,H34,NaN,NaN,Inverter failing; Needs new seals,Seals replaced,-1
924,2015-09-29,,T98,NaN,NaN,Base cleaning req,Base cleaned,-1
925,2015-09-29,,T99,NaN,NaN,Base cleaning req,Base Cleaned,-1
926,2015-09-30,,H14,NaN,NaN,Broken oil line fitting between ST#10 / St#11,Broken fitting removed,-1
927,2015-09-30,,H24 ,NaN,NaN,"Bar feed faults; Check, Charge, Tag accumulator",LP at 20 bar; charged to 30bar / HP OK at 50bar,-1
928,2015-09-30,,I19,NaN,NaN,Chip conveyor jammed,Chip conveyor belt removed (Very difficult) replaced with new belt,-1
929,2015-09-30,,Reclaim,NaN,NaN,INOP pump on oil pumper cart,Pump repaired,-1
930,2015-09-30,,SC4,NaN,NaN,Workzone lighting INOP; Broken,New lighting fixture ordered and installed on 10/30,-1
931,2015-09-30,,Sinico,NaN,NaN,Front feeding clamp will not return,Adjusted flow control on clamp return cylinder,-1
932,2015-10-01,,A75,NaN,NaN,Base clean,Completed,-1
933,2015-10-01,,A78,NaN,NaN,Slow indexing; clutch adjustment required,Steve and Jose adjusted the clutch; Online,-1
934,2015-10-01,,H14,NaN,NaN,Invertter faults; Check accumulators,Inverter guards improperly installed; Russ corrected,-1
935,2015-10-01,,H18,NaN,NaN,Check and charge accumulators,Replaced two LP accumulators,-1
936,2015-10-01,,H19,NaN,NaN,Check and charge accumulators,Charged to 30bar,-1
937,2015-10-01,,H28,NaN,NaN,Loader chain broken,Repaired,-1
938,2015-10-01,,T102,NaN,NaN,Base clean,Completed,-1
939,2015-10-02,,I17,NaN,NaN,Iemca encoder actuator will not move; air leak,Replaced SMC actuator; New parts ordered,-1
940,2015-10-02,,Sinico,NaN,NaN,Coolant pump INOP,Replaced motor with inventory motor,-1
941,2015-10-03,,H23,NaN,NaN,Exposed wiring at St#12 motor,Repaired,-1
942,2015-10-05,,Ewag,NaN,NaN,Spindles won't turn,Burned relay replaced; Replaced all similar relays because of age,-1
943,2015-10-05,,H11,NaN,NaN,Pendant connection unscrewed; Falling off machine,Reapired,-1
944,2015-10-05,,H24 ,NaN,NaN,Machine spilling oil on the floor when shut down,Tank is overfilled again! Removed and cleaned the site glass,-1
945,2015-10-05,,H24 ,NaN,NaN,St#5 tool clamp screw cracked; cannot remove the tool holder,Removed and replaced broken clamp screw; VDI,-1
946,2015-10-05,,H26,NaN,NaN,Bar push dog went under magazine tray; Trays damaged from hit with fork truck during loading,Removed trays and hammered back to correct form. Replaced all screws holding tray supports.,-1
947,2015-10-05,,H30,NaN,NaN,St#3 spindle bearings worn; OD Chatter,Spindle bearings replaced,-1
948,2015-10-05,,H4,NaN,NaN,Brush unit stuck forward,This brushing unit came from H37 Toronto. Lead screw was bound by dried grease and a weak spring pack.; Cleaned and greased the lead screw. Also added springs to the spring pack,-1
949,2015-10-05,,H4,NaN,NaN,Table will not go low,Dirt found in Lucifer valve; ,-1
950,2015-10-05,,I19,NaN,NaN,Auto load gripper broken / Coolant doesn't flow,Replaced bar clamp prox S5.2;  Put oil in machine.,-1
951,2015-10-05,,I5,NaN,NaN,Hydraulic leak at Sp#3 horseshoe,Replaced O-Rings in horseshoe fitting,-1
952,2015-10-05,,Prab,NaN,NaN,Air blades and parts separator blower INOP,Air blades replaced by Brian / MLW replaced blower fan,-1
953,2015-10-06,,H25,NaN,NaN,Replace pendant controller with new GE unit,Replaced and functional,-1
954,2015-10-06,,H29,NaN,NaN,Cut off saw valve leaking hydraulic,Replaced hardened O-Rings on loader valve plate,-1
955,2015-10-07,,H20,NaN,NaN,Brushing unit INOP; :Motor pulley of the drive shaft from motor hanging off mount,Remounted motor and pulley ,-1
956,2015-10-07,,H33,NaN,NaN,"Check, charge accumulators",LP was OK / HP was low at 30- charged to 50,-1
957,2015-10-07,,H7,NaN,NaN,Bearings worn in stradle mill St#3,Rebuilt,-1
958,2015-10-08,,H15,NaN,NaN,St#6 motor hanging from gear reduction box,Swapped with shelf GRM; Motor removed was repaired,-1
959,2015-10-08,,I2,NaN,NaN,Burrs on parts   ?????????,Removed B side turret to clear chips but found NONE,-1
960,2015-10-08,,I2,NaN,NaN,Burrs on parts   ?????????,Removed A side turret to clear chips,-1
961,2015-10-08,,I3,NaN,NaN,Transport INOP,Replaced cables for gripper open/close,-1
962,2015-10-11,,H4,NaN,NaN,Threading unit INOP,Repaired,-1
963,2015-10-13,,A67,NaN,NaN,Coolant pump INOP,AB 595-A Auxilliary Contactor failing; DK has enabled it to keep online until new part arrives. ETA 10/19,-1
964,2015-10-13,,H22,NaN,NaN,CNC unit running over 30 second time cycle,Removed and cleaned hydraulic filter for CNC unit,-1
965,2015-10-13,,I1,NaN,NaN,Pull side B turret'; No reason provided,Pulled but found no chips in turret,-1
966,2015-10-13,,I3,NaN,NaN,Chuck cylinder pressure alarm,Tranport would not reverse which turned into chucking pressure alarms. Actuated the mandrel draw in/out repeatedly; OK,-1
967,2015-10-13,,I5,NaN,NaN,HS1 Drive fault,Swapped HS1 and HS2 modules; Fault did not return,-1
968,2015-10-14,,AIM 1 R3,NaN,NaN,Escapement operating erratically,Part UNLOAD sensor issue; cleaned and reset sensor,-1
969,2015-10-14,,AIM 3 R2,NaN,NaN,Orientator at St#7 fell out causing jam at St#8,Cleared jam and reinstalled orientator,-1
970,2015-10-14,,FPI,NaN,NaN,Gate clamps broken,Replaced 2 broken gate clamps and repaired two that were loose,-1
971,2015-10-14,,H14,NaN,NaN,HP Coolant pump L fitting leaking,Repaired,-1
972,2015-10-14,,H23,NaN,NaN,Tool detection INOP,Found no issue other than wrong units activated in controller,-1
973,2015-10-14,,H24 ,NaN,NaN,Chip conveyor contactor fault,Replaced motor contactor,-1
974,2015-10-14,,H6,NaN,NaN,"Check, Charge, Tag accumulators",LP at 20bar; Charged to 30bar / HP OK,-1
975,2015-10-14,,H7,NaN,NaN,Install chip guards at 5/6,Completed,-1
976,2015-10-14,,H7,NaN,NaN,Install chip guards at 9/10,Completd,-1
977,2015-10-14,,I17,NaN,NaN,Hydraulic leak at Iemca Quick Connect,Replaced QC fitting,-1
978,2015-10-14,,Mitsubishi,NaN,NaN,Horn INOP on fork Truck,Reconnected loose wire,-1
979,2015-10-14,,Sinico,NaN,NaN,Window on front side door leaking heavily,Replaced,-1
980,2015-10-15,,Deco 1,NaN,NaN,Beta servo alarm #000 switch off the CNC,"Over travel on 2 axis, Soft limit reached; DK manually moved off the limit switches and cleared the alarm",-1
981,2015-10-15,,H11,NaN,NaN,"""Electric wire shorting out on machine base""",Station #12 Motor Connection was worn through from operators stepping on it.; Rewired,-1
982,2015-10-15,,SC7,NaN,NaN,Overload maindrive faults,Replaced performance module / LT module / Sync chain tensioned properly to prevent back roll; Finally replaced motor; DK believes the overload protection module in the Siemens motor is faulting. Motor was swapped from SC4,-1
983,2015-10-16,,H21,NaN,NaN,Hydraulic leak from table rack drive,rebuilt table rack drive,-1
984,2015-10-16,,H26,NaN,NaN,St#9 CB tripping,Motor replaced       ,-1
985,2015-10-16,,H35,NaN,NaN,St#2 contactor overload fault,Found St#2 with a broken tool; OPERATOR!,-1
986,2015-10-16,,I4,NaN,NaN,Axis 3X drive fault,Moved axis manually and rebooted the machine; Alarm cleared,-1
987,2015-10-16,,Sinico,NaN,NaN,Replace OAL parts O/S detection sensor,Sensor OK; Replaced sensing tip as spring was bent unit in machine,-1
988,2015-10-19,,Barret,NaN,NaN,Will not start,Replaced safety interlock on lid,-1
989,2015-10-19,,H14,NaN,NaN,Brush unit INOP,Replaced damaged plug in wiring,-1
990,2015-10-19,,H23,NaN,NaN,St#10 HSK clamping screw too tight for operator,Removed,-1
991,2015-10-19,,H25,NaN,NaN,Tablle will not index,Replaced solenoid valve attavhed to table indexing valve,-1
992,2015-10-19,,H25,NaN,NaN,Bar will not feed into collet / dropping parts,Bar loading valve reset plunger pressed in; Needed to be released.,-1
993,2015-10-19,,H28,NaN,NaN,Safety switches for splash cover INOP,Replaced two switches /PEENED SHUT BY OPERATORS,-1
994,2015-10-19,,H38,NaN,NaN,Coolant will not stay on,Plug in connector loose / kicked; Reset and locked in with wire ties / Also reset tripped breaker,-1
995,2015-10-19,,H4,NaN,NaN,Bar loading with 3' of bar remaining in tray,,-1
996,2015-10-19,,I2,NaN,NaN,Side B turret won't lock,Non Maintenance!; JW homed the turret believing it was struck by the main spindle under manual mode,-1
997,2015-10-19,,I4,NaN,NaN,Servo 2 drive faults,,-1
998,2015-10-19,,TK2,NaN,NaN,Sliding door stop broken,Welded reapir,-1
999,2015-10-19,,TR2  ,NaN,NaN,Bad air hose near band saw,Repaired,-1
1000,2015-10-20,,A67,NaN,NaN,From 10/13; Replace 595 A Auxiliary Contactor,Replaced,-1
1001,2015-10-20,,H11,NaN,NaN,St#4 power cord casing open; stepped on.,Rewired,-1
1002,2015-10-20,,H11,NaN,NaN,Power cord to St#4 motor; covering is torn,Rewired motor / plug,-1
1003,2015-10-20,,H12,NaN,NaN,Check accumulator,OK at 30bar,-1
1004,2015-10-20,,H27,NaN,NaN,Hydraulic leaking from collets,Only coolant draining from collets in table; likely from additional coolanr feed line through table top,-1
1005,2015-10-20,,I2,NaN,NaN,Turret 3 position code not assigned; Synchronize turret,Synchronized turret multiple times until alarm cleared.,-1
1006,2015-10-20,,I3,NaN,NaN,Transport INOP; Not completing cycle,Cycled actuator ON/OFF multiple times until functional,-1
1007,2015-10-20,,T91,NaN,NaN,Spindle bearings maybe worn; Chatter,All bearings replaced; Turned over to Prod for break in period,-1
1008,2015-10-21,,H25,NaN,NaN,Check Accumulators,Both low; Charged to LP 30bar / Charged HP to 50bar,-1
1009,2015-10-21,,H27,NaN,NaN,Check Accumulators,Both OK,-1
1010,2015-10-21,,H28,NaN,NaN,Mag conveyor motor fan cover broken exposing fan,Repaired cover; Temporary until new cver is obtained,-1
1011,2015-10-21,,H38,NaN,NaN,Check Accumulators,LP OK; Unable to check HP due to connection type,-1
1012,2015-10-21,,I18,NaN,NaN,Hydraulic leak at rear of Iemca,Replaced ruptured hydraulic hose,-1
1013,2015-10-21,,I6,NaN,NaN,Multiple side A alarms; X Axis overtravel,,-1
1014,2015-10-21,,I6,NaN,NaN,Major Hydraulic leak Side B,Ruptured hydraulic return line replaced; Difficulty locating as it runs under the spindle casting,-1
1015,2015-10-21,,I6,NaN,NaN,Side A spindle alarm; turret 2 not locked / X Axis over travel,Found offset entry at +.300 putting it onto the limit switch; Replaced offset and cleared alarms,-1
1016,2015-10-21,,I6,NaN,NaN,Major Hydraulic leak side B,Ruptured return line under spindle mount,-1
1017,2015-10-21,,Mitsubishi,NaN,NaN,Horn not working on Mitsubishi fork truck,Repaired,-1
1018,2015-10-22,,Deco 3,NaN,NaN,Modify cover plate for chip prevention,Modified with cover plate,-1
1019,2015-10-22,,H21,NaN,NaN,Hydraulic leak,Leaking fitting tightened,-1
1020,2015-10-22,,H26,NaN,NaN,St#2 spindle bearings appear worn,Rebuilt St#2 spindle and reinstalled by shifts end,-1
1021,2015-10-22,,H31,NaN,NaN,Chip conveyor iINOP,Replaced clutch,-1
1022,2015-10-22,,H33,NaN,NaN,Saw depth adjustment stripped,Issued Alex spare saw head attachment; Unit removed repaired and stored,-1
1023,2015-10-22,,H6,NaN,NaN,Check accumulators,LP ok at 30bar / HP ok at 50bar,-1
1024,2015-10-23,,Ewag,NaN,NaN,C Axis failing; Install rebuilt unit when ready,Axis rebuild completed and installed,-1
1025,2015-10-23,,FPI,NaN,NaN,RHE Skimmer INOP,Replaced skimmer unit,-1
1026,2015-10-23,,H14,NaN,NaN,Brushing unit jammed,Brake on motor adjusted,-1
1027,2015-10-23,,H15,NaN,NaN,Exposed wiring on oil pump motor connection,Replaced Seal Tite fitting,-1
1028,2015-10-23,,H2,NaN,NaN,Loose decking on LHE near St#1,Bolted to prevent movement,-1
1029,2015-10-23,,H8,NaN,NaN,Assess spindle bearings on St#3 Vert; Variaiton to .006,Assessment; Bearing OK,-1
1030,2015-10-26,,A77,NaN,NaN,Machine will only run with clip,"Contacts of 3CR were not latching 2CR to indicate stock present.
Moved to different set of contacts on same relay.
",-1
1031,2015-10-26,,H11,NaN,NaN,Chip conveyor jammed,Replaced both sprokets,-1
1032,2015-10-26,,H12,NaN,NaN,Spindle contactor overload; Cannot reset,Cycled units and reset,-1
1033,2015-10-26,,TR2,NaN,NaN,Service filtermist,Completed,-1
1034,2015-10-27,,H23,NaN,NaN,"Check, Charge, Tag Accumulators",Both low; Charged to LP 30bar / Charged HP to 50bar,-1
1035,2015-10-27,,H38,NaN,NaN,Repeat bar loader faults ,Rebuilt loader valve / Reset magazine trays (were not in slot) / replaced all hardware for chain guiding and tensioned the pusher chain,-1
1036,2015-10-27,,TK3,NaN,NaN,Oil pump INOP,Oil pump is OK; Motor starter for main coolant pump INOP. Ordered and installed on 10/29,-1
1037,2015-10-27,,Tsch 1,NaN,NaN,Balance system in not working,Replaced microphone; Unit is used but functioning. New part on hand 10/28,-1
1038,2015-10-28,,H11,NaN,NaN,Brushing stalls forward every hour,Reduced delay in reversing timer,-1
1039,2015-10-28,,H25,NaN,NaN,Saw unit will not return home,Not a saw unit issue; Chain getting caught under magazine trays; Adjusted for loose chain tension,-1
1040,2015-10-28,,H29,NaN,NaN,Vogel system alarms when cycling,Replaced vogel tank,-1
1041,2015-10-28,,H4,NaN,NaN,Bar loading faults ? Check accumulators,"Both accumulators low, but not significantly low. Charged to 30/50",-1
1042,2015-10-28,,I18,NaN,NaN,Parts catcher damaged,"Straightened bent parts catcher, assisted operator with installation and adjusted position sensor",-1
1043,2015-10-28,,I19,NaN,NaN,Iemca track #5 broken; Spindle shut OFF,"Track, mounting pins, and belt replaced",-1
1044,2015-10-28,,I2,NaN,NaN,Side A turret will not lock,Corrected,-1
1045,2015-10-28,,RM227,NaN,NaN,FRL Broken off machine,Repaired and mounted,-1
1046,2015-10-28,,TK2,NaN,NaN,Sliding door detached,Attached ,-1
1047,2015-10-29,,A75,NaN,NaN,Motor making noise; chattering,Initial diagnosis was motor out of balance. Bearings were replaced but chatter remained. Purchased new motor from Jet Electric ($1000) but chatter remained; JPM found the motor single phasing. Replaced fuse and online,-1
1048,2015-10-29,,H10,NaN,NaN,Spindle move required for H8900 setup,Completed,-1
1049,2015-10-29,,H24 ,NaN,NaN,Bar feeder chain broken,Repaired,-1
1050,2015-10-29,,H38,NaN,NaN,Saw unit making loud noise,Replaced gear oil in saw attachment and valve for same,-1
1051,2015-10-29,,T103,NaN,NaN,Machine stopping mid cycle,Clutch adjusted,-1
1052,2015-10-30,,H10,NaN,NaN,Replace contactor #R309 as identified HOT per IR Scan,Completed,-1
1053,2015-10-30,,H5,NaN,NaN,Table will not index  ,Cleared debris from orifice; Table indexing valve,-1
1054,2015-10-30,,I18,NaN,NaN,Iemca locking device broken,Welded broken stud on lobster dovetail positioning clamps,-1
1055,2015-10-30,,I18,NaN,NaN,Iemca pusher locking device broken,Welded mounting post,-1
1056,2015-10-30,,I20,NaN,NaN,Low coolant alarms;  Sensor ?,Replaced sensor,-1
1057,2015-10-30,,I5,NaN,NaN,Heavy hydraulic leak reported at rear of MS32,Horseshoes #1 and #2 leaking due to broken bolts; Removed actuators to get to horseshoe repairs. Installed rebuilt actuators at pos #1 and #2,-1
1058,2015-10-31,,I19,NaN,NaN,Support for bar ends chute (Iemca) broken,Repaired and installed,-1
1059,2015-11-01,,I1,NaN,NaN,Hydraulic filter housing will not come off------,Replaced entire filter unit and pressure switch,-1
1060,2015-11-02,,Durr,NaN,NaN,Over temp alarm,Refilled tank with water; Searching for leak,-1
1061,2015-11-02,,I20,NaN,NaN,Spindle #2 down; broken track Iemca,Track #3 (spindle #2) replaced,-1
1062,2015-11-02,,I4,NaN,NaN,Parts gripper jaws INOP; Broken wire,Replaced sensor cable for 'jaws closed',-1
1063,2015-11-02,,Sinico,NaN,NaN,Short in parts collector tube sensor wiring,Replaced wire,-1
1064,2015-11-03,,H1,NaN,NaN,Loose wire on loader,Replaced sensor on escapement,-1
1065,2015-11-03,,H15,NaN,NaN,Inner spring on #3 recess unit broken or disconnected,Spindle compression spring dislodged. Disassembled and reset.,-1
1066,2015-11-03,,H25,NaN,NaN,Cross drill INOP,Loose prox connections,-1
1067,2015-11-03,,H8,NaN,NaN,Accumulator check requested; Rotator problems,Checked and Charged,-1
1068,2015-11-03,,I20,NaN,NaN,Spindle #2 OFF due to HS2 alarm; Bad track on Iemca,Track replaced,-1
1069,2015-11-03,,I6,NaN,NaN,Doors unlocking w/o activating / Fatal panel error alarm,Replaced door unlock button on control panel,-1
1070,2015-11-04,,H31,NaN,NaN,Accumulator check requested  ,LP 25bar charged to 30bar / HP 25bar charged to 50bar,-1
1071,2015-11-04,,H32,NaN,NaN,Accumulator check requested  ,LP 25bar charged to 30bar / HP 45bar charged to 50bar,-1
1072,2015-11-04,,H5,NaN,NaN,Repeat table overtime faults,Replaced Table indexing solenoid valve,-1
1073,2015-11-04,,I1,NaN,NaN,Hydraulic filter faults,"As soon as started to look at this the sensor cable for the transport unit one collision sensor broke.
It took me some time to repair this. I swapped out the input module for group 8 and 9 with the module for groups 10 and 11.
Waiting to see if this makes a difference
",-1
