888,Check St#6 spindle bearings. Checked OK but spindle bearings replaced anyway,,,,
889,Brushing unit not returning fully / Oil leak. ,"brush_unit, oil","will_not_return, leak",no_action_taken,
890,Check accumulators. LP accumulator ok / HP accumulator has shrader valve housing borken off; unable to check pressure. Removed and installed new bladder with charge to 50bar,"accumulator, high_pressure, shrader_valve_housing, valve","check, broken","remove, install, charge",bladder
891,Saw motor reported too hot. No issue; motor temp at 100* / H15 motor temp at 103*,saw_motor,hot,no_problem_detected,
892,"Turret wrapped with chips; leaking coolant. Removed, cleaned and reinstalled side B turret",,,,
893,Stock reel binding in stock reel stand; machine was hit by fork truck. Machine alignment ok; Stock reel stand detached and reset,,,,
894,"""Chamber full too long"" alarm. Emptied chamber in manual mode and returned machine to base position",,,,
895,"""Basket in /out sensor"" alarm. Acitvated baske on exit conveyor and returned machine to base position","sensor, basket_in_out",alarm,return,machine
896,Excessive pressure drop reported when indexing. Checked accumulator again (2x in 7 days) Again no issue with accumulator at 30bar.,index,low,no_problem_detected,
897,St#7 needs new control valve. Valve OK; Spinlde leaking internally. Repaired by replacing seal inside spindle cylinder,,,,
898,Bar loader chain broken. Repaired,"bar_loader, chain, bar",broken,repair,"bar_loader, chain, bar"
899,(H39) Chip conveyor INOP. Replaced broken clutch discs,"chip_conveyor, conveyor, h39",inoperable,replace,"clutch_disc, clutch, disc"
900,Hydraulic leak at rear of Iemca. Replaced ruptured hydraulic hose,"hydraulic, lemca","leak, rupture",replace,"hydraulic, hose"
901,keyed cycle RUN/EDIT selector switch INOP. Replaced with standard 2 position selector switch,,,,
902,Side A door interlock INOP. Replaced safety interlock; New parts ordered,,,,
903,No power. Main coolant tank float switch INOP; Bypassed until a new unit can be purchased,,no_power,,
904,Cooling system fault. Motor contacor welded shut; Replaced / Burned plug in replaced,,,,
905,Light INOP on presetter. Bulb replaced,,,,
906,Low main coolant pressure. Swapped pump with spare rebuilt pump,,,,
907,Missing St#4 valve (Removed on 3rd for St#11 H38). Valve needed a new bleeder valve; Replaced and installed on H27,,,,
908,Table index overtime faults. Adjusted flow control on Table UP/DOWN valve,table_index,overtime_fault,adjust,table_up_down_valve
909,Replace fire damaged components. Parts catcher prox / Pick off motor cables / parts offload conveyor belt all replaced,component,"damage, fire",replace,"part_catcher_proximity_sensor, proximity_sensor, pick_off_motor_cable, part_offload_conveyor, belt"
910,Horn not working on Mitsubishi fork truck. Loose connection repaired,,,repair,loose_connection
911,Hydraulic Mains Fault. Charged accumulator,"hydraulic, mains",fault,charge,accumulator
912,Clean out Sinico. Base cleaned,,,clean ,base
913,Chip conveyor INOP. Cleared Jam (part in chain) Reversed rotation,"chip_conveyor, conveyor",inoperable,"clear, adjust","jam, rotation"
914,St#12 brush unit motor overload faults. Loose plug; Operator Level,"st_12, brush_unit, motor, operator, plug","fault, overload_fault, error, loose",train,operator
915,Coolant pump tripping breaker. Loose plug; Operator Level,,,,
916,Machine will not start. Micro switch for P/O shearpin set improperly,machine,will_not_start,,
917,Iemca track #1 broken. Channel track replaced along with worn channel guides; upper and lower,,,,
918,Bar loader INOP; No forward or reverse. Replaced 24V output module,"bar_loader, bar","inoperable, will_not_move",replace,"24v, output_module"
919,Brush unit motor tripping breaker. Reversing motor contactor replaced,"brush_unit, motor, breaker",trip,replace,"reversing_motor_contactor, motor_contactor"
920,Major hydraulic leak at Iemca. Replaced ruptured hose,"iemca, hydraulic","major, leak, rupture",replace,hose
921,No Power. Reset all motor overload devices-Online,,no_power,,
922,Smog Hose connection too long; Leaking oil. Shortened hose,,,,
923,Inverter failing; Needs new seals. Seals replaced,"inverter, seal",broken,replace,seal
924,Base cleaning req. Base cleaned,,,clean ,base
925,Base cleaning req. Base Cleaned,,,clean ,base
926,Broken oil line fitting between ST#10 / St#11. Broken fitting removed,,,,
927,"Bar feed faults; Check, Charge, Tag accumulator. LP at 20 bar; charged to 30bar / HP OK at 50bar","bar_feed, bar, accumulator, low_pressure","fault, check, charge, tag, low",charge,"accumulator, low_pressure"
928,Chip conveyor jammed. Chip conveyor belt removed (Very difficult) replaced with new belt,"chip_conveyor, conveyor",jam,replace,"chip_conveyor, conveyor, belt"
929,INOP pump on oil pumper cart. Pump repaired,,,,
930,Workzone lighting INOP; Broken. New lighting fixture ordered and installed on 10/30,,,,
931,Front feeding clamp will not return. Adjusted flow control on clamp return cylinder,,,,
932,Base clean. Completed,base,clean,complete,base
933,Slow indexing; clutch adjustment required. Steve and Jose adjusted the clutch; Online,,,,
934,Invertter faults; Check accumulators. Inverter guards improperly installed; Russ corrected,"inverter, accumulator","check, fault",correct,"inverter, guard"
935,Check and charge accumulators. Replaced two LP accumulators,accumulator,"check, charge",replace,"accumulator, low_pressure"
936,Check and charge accumulators. Charged to 30bar,accumulator,"check, charge",charge,"accumulator, low_pressure"
937,Loader chain broken. Repaired,,,repair,
938,Base clean. Completed,base,clean,complete,base
939,Iemca encoder actuator will not move; air leak. Replaced SMC actuator; New parts ordered,,,,
940,Coolant pump INOP. Replaced motor with inventory motor,"coolant, pump, coolant_pump",inoperable,,
941,Exposed wiring at St#12 motor. Repaired,,,repair,
942,Spindles won't turn. Burned relay replaced; Replaced all similar relays because of age,,,,
943,Pendant connection unscrewed; Falling off machine. Reapired,,,,
944,Machine spilling oil on the floor when shut down. Tank is overfilled again! Removed and cleaned the site glass,,,,
945,St#5 tool clamp screw cracked; cannot remove the tool holder. Removed and replaced broken clamp screw; VDI,,,,
946,Bar push dog went under magazine tray; Trays damaged from hit with fork truck during loading. Removed trays and hammered back to correct form. Replaced all screws holding tray supports.,"bar, push_dog, tray","out_of_adjustment, ocation, broken","remove, rebuild, replace","tray, screw"
947,St#3 spindle bearings worn; OD Chatter. Spindle bearings replaced,,,replace,"spindle_bearing, spindle, bearing"
948,Brush unit stuck forward. This brushing unit came from H37 Toronto. Lead screw was bound by dried grease and a weak spring pack.; Cleaned and greased the lead screw. Also added springs to the spring pack,"brush_unit, brush, unit, lead_screw, spring_pack","out_of_adjustment, location, error","clean, grease, install","lead_screw, spring_pack"
949,Table will not go low. Dirt found in Lucifer valve; ,table,will_not_low,clean,lucifer_valve
950,Auto load gripper broken / Coolant doesn't flow. Replaced bar clamp prox S5.2;  Put oil in machine.,"auto, load_gripper, coolant","broken, will_not_flow","replace, fill","bar_clamp_proximity_sensor, proximity_sensor, sensor, s5.2, oil"
951,Hydraulic leak at Sp#3 horseshoe. Replaced O-Rings in horseshoe fitting,"spindle, spindle_3, horseshoe, hydraulic",leak,replace,"o_ring, horseshoe"
952,Air blades and parts separator blower INOP. Air blades replaced by Brian / MLW replaced blower fan,,,,
953,Replace pendant controller with new GE unit. Replaced and functional,,,,
954,Cut off saw valve leaking hydraulic. Replaced hardened O-Rings on loader valve plate,"cut_off_saw_valve, saw, valve, hydraulic",leak,replace,"o_ring, loader_valve_plate"
955,Brushing unit INOP; :Motor pulley of the drive shaft from motor hanging off mount. Remounted motor and pulley,"brush_unit, motor, pulley","inoperable, out_of_adjustment, location",remount,"motor, pulley"
956,"Check, charge accumulators. LP was OK / HP was low at 30- charged to 50",accumulator,"check, charge",charge,"accumulator, high_pressure"
957,Bearings worn in stradle mill St#3. Rebuilt,,,rebuild,
958,St#6 motor hanging from gear reduction box. Swapped with shelf GRM; Motor removed was repaired,,,,
959,Burrs on parts ?????????. Removed B side turret to clear chips but found NONE,,,,
960,Burrs on parts ?????????. Removed A side turret to clear chips,,,,
961,Transport INOP. Replaced cables for gripper open/close,,,,
962,Threading unit INOP. Repaired,threading_unit,inoperable,repair,threading_unit
963,Coolant pump INOP. AB 595-A Auxilliary Contactor failing; DK has enabled it to keep online until new part arrives. ETA 10/19,"coolant, pump, coolant_pump",inoperable,,
964,CNC unit running over 30 second time cycle. Removed and cleaned hydraulic filter for CNC unit,"CNC, cycle_time",slow,"remove, clean","hydraulic, filter, CNC"
965,Pull side B turret'; No reason provided. Pulled but found no chips in turret,,,,
966,Chuck cylinder pressure alarm. Tranport would not reverse which turned into chucking pressure alarms. Actuated the mandrel draw in/out repeatedly; OK,,,,
967,HS1 Drive fault. Swapped HS1 and HS2 modules; Fault did not return,,,,
968,Escapement operating erratically. Part UNLOAD sensor issue; cleaned and reset sensor,,,,
969,Orientator at St#7 fell out causing jam at St#8. Cleared jam and reinstalled orientator,,,,
970,Gate clamps broken. Replaced 2 broken gate clamps and repaired two that were loose,,,,
971,HP Coolant pump L fitting leaking. Repaired,,,repair,
972,Tool detection INOP. Found no issue other than wrong units activated in controller,,,,
973,Chip conveyor contactor fault. Replaced motor contactor,"chip_conveyor, contactor",fault,replace,"motor_contactormotor, contactor"
974,"Check, Charge, Tag accumulators. LP at 20bar; Charged to 30bar / HP OK",accumulator,"check, charge, tag",charge,"accumulator, low_pressure"
975,Install chip guards at 5/6. Completed,,,complete,
976,Install chip guards at 9/10. Completd,,,,
977,Hydraulic leak at Iemca Quick Connect. Replaced QC fitting,"hydraulic, iemca, quick_connect",leak,replace,qc
978,Horn INOP on fork Truck. Reconnected loose wire,,,,
979,Window on front side door leaking heavily. Replaced,,,replace,
980,"Beta servo alarm #000 switch off the CNC. Over travel on 2 axis, Soft limit reached; DK manually moved off the limit switches and cleared the alarm",,,,
981,"""Electric wire shorting out on machine base"". Station #12 Motor Connection was worn through from operators stepping on it.; Rewired",,,,
982,Overload maindrive faults. Replaced performance module / LT module / Sync chain tensioned properly to prevent back roll; Finally replaced motor; DK believes the overload protection module in the Siemens motor is faulting. Motor was swapped from SC4,,,,
983,Hydraulic leak from table rack drive. rebuilt table rack drive,"hydraulic, table_rack_drive",leak,rebuild,table_rack_drive
984,St#9 CB tripping. Motor replaced,,,,
985,St#2 contactor overload fault. Found St#2 with a broken tool; OPERATOR!,,,,
986,Axis 3X drive fault. Moved axis manually and rebooted the machine; Alarm cleared,,,,
987,Replace OAL parts O/S detection sensor. Sensor OK; Replaced sensing tip as spring was bent unit in machine,,,,
988,Will not start. Replaced safety interlock on lid,,will_not_start,,
989,Brush unit INOP. Replaced damaged plug in wiring,"brush_unit, brush, unit, plug, wire","inoperable, broken",replace,"plug, wire"
990,St#10 HSK clamping screw too tight for operator. Removed,,,remove,
991,Tablle will not index. Replaced solenoid valve attavhed to table indexing valve,table,will_not_index,replace,solenoid_valve
992,Bar will not feed into collet / dropping parts. Bar loading valve reset plunger pressed in; Needed to be released.,"bar, collet, reset_plunger","drop_part, will_not_feed, pressed",reset,bar_loader_valve
993,Safety switches for splash cover INOP. Replaced two switches /PEENED SHUT BY OPERATORS,,,,
994,Coolant will not stay on. Plug in connector loose / kicked; Reset and locked in with wire ties / Also reset tripped breaker,,,,
995,Bar loading with 3' of bar remaining in tray. ,"bar_loader, bar",incorrect,no_action_taken,
996,Side B turret won't lock. Non Maintenance!; JW homed the turret believing it was struck by the main spindle under manual mode,,,,
997,Servo 2 drive faults. ,,,no_action_taken,
998,Sliding door stop broken. Welded reapir,,,,
999,Bad air hose near band saw. Repaired,"air_hose, band_saw",broken,repair,air_hose
1000,From 10/13; Replace 595 A Auxiliary Contactor. Replaced,,,replace,
1001,St#4 power cord casing open; stepped on.. Rewired,,,,
1002,Power cord to St#4 motor; covering is torn. Rewired motor / plug,,,,
1003,Check accumulator. OK at 30bar,accumulator,check ,no_problem_detected,accumulator
1004,Hydraulic leaking from collets. Only coolant draining from collets in table; likely from additional coolanr feed line through table top,"hydraulic, collet, table, coolant","leak, drain",no_action_taken,"table, hose, feed_line"
1005,Turret 3 position code not assigned; Synchronize turret. Synchronized turret multiple times until alarm cleared.,,,,
1006,Transport INOP; Not completing cycle. Cycled actuator ON/OFF multiple times until functional,,,,
1007,Spindle bearings maybe worn; Chatter. All bearings replaced; Turned over to Prod for break in period,,,,
1008,Check Accumulators. Both low; Charged to LP 30bar / Charged HP to 50bar,accumulator,check ,charge,"pressure, low_pressure, high_pressure"
1009,Check Accumulators. Both OK,accumulator,check ,no_problem_detected,accumulator
1010,Mag conveyor motor fan cover broken exposing fan. Repaired cover; Temporary until new cver is obtained,"conveyor, motor_fan, cover",broken,repair,cover
1011,Check Accumulators. LP OK; Unable to check HP due to connection type,accumulator,check ,no_problem_detected,accumulator
1012,Hydraulic leak at rear of Iemca. Replaced ruptured hydraulic hose,"hydraulic, lemca, rear","leak, rupture",replace,"hose, hydraulic"
1013,Multiple side A alarms; X Axis overtravel. ,,,no_action_taken,
1014,Major Hydraulic leak Side B. Ruptured hydraulic return line replaced; Difficulty locating as it runs under the spindle casting,"hydraulic, side_b","major, leak, rupture","replace, locate","hydraulic, hose, return_line, spindle, spindle_casing"
1015,Side A spindle alarm; turret 2 not locked / X Axis over travel. Found offset entry at +.300 putting it onto the limit switch; Replaced offset and cleared alarms,,,,
1016,Major Hydraulic leak side B. Ruptured return line under spindle mount,"hydraulic, hose, return_line, side_b","leak, rupture",replace,"hydraulic, hose, return_line, spindle, spindle_mount"
1017,Horn not working on Mitsubishi fork truck. Repaired,,,repair,
1018,Modify cover plate for chip prevention. Modified with cover plate,,,,
1019,Hydraulic leak. Leaking fitting tightened,hydraulic,leak,tighted,fitting
1020,St#2 spindle bearings appear worn. Rebuilt St#2 spindle and reinstalled by shifts end,,,,
1021,Chip conveyor iINOP. Replaced clutch,"chip_conveyor, conveyor",inoperable,replace,clutch
1022,Saw depth adjustment stripped. Issued Alex spare saw head attachment; Unit removed repaired and stored,"saw_depth_adjustment, saw",strip,swap,"saw_head_attachment, saw"
1023,Check accumulators. LP ok at 30bar / HP ok at 50bar,accumulator,check ,no_problem_detected,accumulator
1024,C Axis failing; Install rebuilt unit when ready. Axis rebuild completed and installed,,,,
1025,RHE Skimmer INOP. Replaced skimmer unit,,,,
1026,Brushing unit jammed. Brake on motor adjusted,brush_unit,jam,adjust,"brake, motor"
1027,Exposed wiring on oil pump motor connection. Replaced Seal Tite fitting,,,,
1028,Loose decking on LHE near St#1. Bolted to prevent movement,,,,
1029,Assess spindle bearings on St#3 Vert; Variaiton to .006. Assessment; Bearing OK,,,,
1030,Machine will only run with clip. Contacts of 3CR were not latching 2CR to indicate stock present.  Moved to different set of contacts on same relay.,,,,
1031,Chip conveyor jammed. Replaced both sprokets,"chip_conveyor, conveyor",jam,replace,sproket
1032,Spindle contactor overload; Cannot reset. Cycled units and reset,,,,
1033,Service filtermist. Completed,filtermist,service ,complete,filtermist
1034,"Check, Charge, Tag Accumulators. Both low; Charged to LP 30bar / Charged HP to 50bar",accumulator,"check, charge, tag ",charge,"accumulator, pressure, low_pressure, high_pressure"
1035,Repeat bar loader faults. Rebuilt loader valve / Reset magazine trays (were not in slot) / replaced all hardware for chain guiding and tensioned the pusher chain,"bar_loader, tray","fault, out_of_adjustment, timing","rebuild, reset, replace, tension","bar_loader_valve, valve, magazine_tray, tray, chain_guide, pusher_chain, chain"
1036,Oil pump INOP. Oil pump is OK; Motor starter for main coolant pump INOP. Ordered and installed on 10/29,,,,
1037,Balance system in not working. Replaced microphone; Unit is used but functioning. New part on hand 10/28,,,,
1038,Brushing stalls forward every hour. Reduced delay in reversing timer,brush_unit,stuck_forward,adjust,"delay, reversing_timer"
1039,Saw unit will not return home. Not a saw unit issue; Chain getting caught under magazine trays; Adjusted for loose chain tension,"saw_unit, saw, chain","will_not_return, caught",adjust,"chain, tension"
1040,Vogel system alarms when cycling. Replaced vogel tank,,,,
1041,"Bar loading faults ? Check accumulators. Both accumulators low, but not significantly low. Charged to 30/50","bar_loader, bar, accumulator","fault, check, not_major",charge,"accumulator, pressure, low_pressure, high_pressure"
1042,"Parts catcher damaged. Straightened bent parts catcher, assisted operator with installation and adjusted position sensor",,,,
1043,"Iemca track #5 broken; Spindle shut OFF. Track, mounting pins, and belt replaced",,,,
1044,Side A turret will not lock. Corrected,,,correct,
1045,FRL Broken off machine. Repaired and mounted,,,,
1046,Sliding door detached. Attached,,,,
1047,Motor making noise; chattering. Initial diagnosis was motor out of balance. Bearings were replaced but chatter remained. Purchased new motor from Jet Electric ($1000) but chatter remained; JPM found the motor single phasing. Replaced fuse and online,,,,
1048,Spindle move required for H8900 setup. Completed,,,complete,
1049,Bar feeder chain broken. Repaired,"bar_feeder, chain, bar",broken,repair,"bar_feeder, chain, bar"
1050,Saw unit making loud noise. Replaced gear oil in saw attachment and valve for same,saw_unit,noise,replace,"gear_oil, oil, valve"
1051,Machine stopping mid cycle. Clutch adjusted,,,adjust,clutch
1052,Replace contactor #R309 as identified HOT per IR Scan. Completed,,,complete,
1053,Table will not index. Cleared debris from orifice; Table indexing valve,table,will_not_index,clear,debris
1054,Iemca locking device broken. Welded broken stud on lobster dovetail positioning clamps,,,,
1055,Iemca pusher locking device broken. Welded mounting post,,,,
1056,Low coolant alarms;  Sensor ?. Replaced sensor,,,replace,sensor
1057,Heavy hydraulic leak reported at rear of MS32. Horseshoes #1 and #2 leaking due to broken bolts; Removed actuators to get to horseshoe repairs. Installed rebuilt actuators at pos #1 and #2,"hydraulic, ms3, horseshoe, horseshoe_1, horseshoe_2, bolt","leak, major, broken","remove, repare, rebuild","actuator, horseshoe, horseshoe_1, horseshoe_2"
1058,Support for bar ends chute (Iemca) broken. Repaired and installed,"support, bar_end_chute, lemca",broken,"repair, install","support, bar_end_chute, lemca"
1059,Hydraulic filter housing will not come off------. Replaced entire filter unit and pressure switch,"hydraulic, filter, filter_housing",will_not_move,replace,"filter, pressure, pressure_switch"
1060,Over temp alarm. Refilled tank with water; Searching for leak,,,,
1061,Spindle #2 down; broken track Iemca. Track #3 (spindle #2) replaced,,,,
1062,Parts gripper jaws INOP; Broken wire. Replaced sensor cable for 'jaws closed',,,,
1063,Short in parts collector tube sensor wiring. Replaced wire,,,,
1064,Loose wire on loader. Replaced sensor on escapement,,,,
1065,Inner spring on #3 recess unit broken or disconnected. Spindle compression spring dislodged. Disassembled and reset.,,,,
1066,Cross drill INOP. Loose prox connections,,,,
1067,Accumulator check requested; Rotator problems. Checked and Charged,accumulator,check ,"check, charge",accumulator
1068,Spindle #2 OFF due to HS2 alarm; Bad track on Iemca. Track replaced,,,replace,track
1069,Doors unlocking w/o activating / Fatal panel error alarm. Replaced door unlock button on control panel,,,,
1070,Accumulator check requested. LP 25bar charged to 30bar / HP 25bar charged to 50bar,accumulator,check,charge,"accumulator, pressure, low_pressure, high_pressure"
1071,Accumulator check requested. LP 25bar charged to 30bar / HP 45bar charged to 50bar,accumulator,check,charge,"accumulator, pressure, low_pressure, high_pressure"
1072,Repeat table overtime faults. Replaced Table indexing solenoid valve,table,"overtime, fault",replace,"table_index, solenoid_valve"
1073,Hydraulic filter faults. As soon as started to look at this the sensor cable for the transport unit one collision sensor broke.  It took me some time to repair this. I swapped out the input module for group 8 and 9 with the module for groups 10 and 11.  Waiting to see if this makes a difference,"hydraulic, filter, sensor, sensor_cable, transport_unit, transport_unit_1, collision_sensor","broken, fault",replace,"input_module, group_8, group_9, group_10, group_11"
1074,Hyd filter contaminated alarm repeats. Replaced pressure switch,"hydraulic, filter","contaminated, alarm",replace,"pressure, pressure_switch"
1075,Coolant pump INOP. High pressure coolant pump trips overload. Motor starter contactor stuck partially on causing motor to single phase as soon as power is turned on.  Replaced Allen Bradley contactor with equivalent Siemens contactor,"coolant, pump, coolant_pump",inoperable,,
1076,Coolant pump INOP. Replaced motor starter,"coolant, pump",inoperable,replace,"motor, starter"
1077,Motor chattering; Elect. Main motor starter; reapired broken ring terminal on motor starter coil / Motor bearings replaced but chatter continued; Motor was deemed bad and out of balance / Motor was replaced but also continued to chatter; due to missing power leg which was corrected,,,,
1078,Filter motor hot. Pump seized; Motor and pump retrieved from Induplate. Installed and online,,,,
1079,Hydraulic motor overload contactor tripping. NO HYDRAULIC OIL IN TANK; OPERATOR LEVEL,"hydraulic, motor, overload_contactor",tripping,"fill, need_guy","hydraulic, oil, tank"
1080,Hydraulic filter faults. Reconfigured wiring for external pressure switch; Unit has an internal pressure switch (Replaced earlier in the week ),"hydraulic, filter",fault,reconfigure,"wire, pressure_switch, pressure"
1081,Drive faults. Replaced LT module on Spindle #3,,,,
1082,Base cleaning requested. Completed,base,clean,complete,base
1083,Base required cleaning. Completed,,,complete,
1084,Loose rubber on platform. Oscar cleaned and glued down rubber; Operator could have done this instead of texting on his phone,,,,
1085,Base cleaning requested. Completed,base,clean,complete,base
1086,St#12 drill detection INOP. Detector was never wired in; Connected and functional,,,,
1087,St#5 brush unit INOP Mach has no power. Replaced 10A fuse for 110 VAC control voltage,"st_5, brush_unit","inoperable, no_power",replace,"fuse, 10a, 110vac, control_voltage"
1088,Parts separator INOP. Replaced Baldor gear reducer,,,,
1089,Iemca facing travel flag sensor INOP. Repaired by Norm,,,,
1090,Coolant protection switch Q.3 overheating and tripping. Replaced motor starter,,,replace,"motor_starter, motor, starter"
1091,Flipper / Gripper INOP. Replaced sensor cable,,,,
1092,Main spindle collet will not open/close. Main spindle bearings and seals replaced,"spindle_collet, main_spindle_collet, collet, spindle,","will_not_open, will_not_close",,
1093,Door seal is ripped. Installed new gasket,,,,
1094,Bar not feeding faults. Replaced C/O saw prox / Replaced loader prox / adjusted applicable prox's,bar,"fault, not_feeding_fault","replace, adjust","co_saw_proximity_sensor, loader_proximity_sensor, sensor, proximity_sensor"
1095,Bar loader stops------. Replaced loader prox and adjusted,"bar_loader, bar",stop,"replace, adjust","loader_proximity_sensor, sensor"
1096,CNC selector switch broken. Replaced,"cnc_selector_switch, switch, cnc",broken,replace,"cnc_selector_switch, switch, cnc"
1097,Spindle feedback to PLC not reached. Traced to a roller switch failure on Side A,,,,
1098,Collets will not ipen. Loose cable to actuator coils tensioned,,,,
1099,Side B turret won't sync. Moved turret by hand to release lock pin and referrenced,,,,
1100,Regulating wheel issues; drive shaft worn. Shaft made and installed with new pulley,,,,
1101,St#3 oil line clogged. Removed earplug from coolant line; Operator level,,,,
1102,Check accumulators; Loss of form tools ??. Charged both but found broken collet; Marcel removed broken collet on 11/11,"accumulator, form_tool, collet","check, lost, broken","charge, remove","accumulator, pressure, low_pressure, high_pressure, collet"
1103,Loader chain broken. Repaired,,,repair,
1104,Iemca; Check lubrification guide channel alarm. Lube filter replaced,,,,
1105,No hydraulic pressure after motor was replaced. Repaired connection to relay K0C terminal #44," hydraulic, pressure, motor",zero,repair,"connection, relay, k0c, terminal, terminal_44"
1106,Falling out of gear. Adjusted clutch,,out_of_gear,adjust,clutch_disc
1107,Cannot engage drive with front side handle. Adjusted handle,,,,
1108,Check accumulators. Replaced hydraulics filter and checked accumulators,accumulator,check ,"replace, check","accumulator, hydraulic, filter"
1109,Transport wire side B out of terminal. Repaired sensor connection,,,,
1110,Base needs to be cleaned. Completed,base,clean,complete,base
1111,Table indexing faults. Adusted table indexing valve speed,"table_index, table",fault,adjust,"table_index, speed"
1112,XD head worn?. Issued rebuilt XD head; Sack installed,,,,
1113,Contactor overload failure; Hydraulics down. Contactor set at 1.3Amps; Motor drawing 1.4Amps. Increased breaker setting to 1.6Amps,"contactor, hydraulic","fault, overload",reconfigure,"contactor, amps, motor, breaker"
1114,Hydraulic leak(s). Added blue dye; Bottom RT XD hose leaking / Inverter hose leaks; All tightened,"hydraulic, rt_xd, hose, inverter",leak,"add, tighten","blue_dye, hose"
1115,Vogel lube system faults. Replaced vogel controller board,,,,
1116,Falling out of gear. Adjusted clutch,,out_of_gear,adjust,clutch_disc
1117,Horizontal belt snader power cord cut. Repaired,,,repair,
1118,J1019 setup spindle move St#9. Completed,,,complete,
1119,Table indexing faults. Adjusted table indexing valve speed,"table_index, table",fault,adjust,"table_index, speed"
1120,St#9 and St#10 bearings worn. Replaced bearings in both 36/100 spindles,,,,
1121,Table indexing faults; Table will not drop. Table UP/DOWN valve adjusted; Possible bad piston,"table_index, table","fault, will_not_drop",adjust,table_up_down_valve
1122,Side B spindle will not turn on. Spindle was fine when JC arrived,,,,
1123,Hole in vertical pipe section. Drilled and tapped hole to insert bolt to close hole,,,,
1124,Machine will not index. Replaced prox sensor on brushing unit; not registering home,"machine, brush_unit",will_not_index,replace,proximity_sensor
1125,Vogel leaking from pressure gauge. Replaced gauge with plug; No gauges on hand,,,,
1126,Loader not locking in upright position. Removed broken allen wrench tip from positional set screw. Replaced bearings and seal.,,,,
1127,Bar feed faults / feeding wrong length and stopping at 1/2 table; cannot clear. Replaced high speed counter,bar_feed,"fault, incorrect_length",replace,high_speed_counter
1128,Pendant light dangling from tower. Screwed back in placed by tightening the two cap screws that vibrated loose OPERATOR LEVEL,,,,
1129,"Brushing unit will not return. Motor mounting bolts broken; Replaced bolts, prox cable, and remounted","brush_unit, motor_mount, bolt","will_not_return, broken","replace, remount","bolt, proximity_cable"
1130,Track #1 will not move; Hyd motor just spins. Loose guide pulley at hyd motor tensioned; bolt almost falling out OPERATOR LEVEL,"track_1, hydraulic, motor","will_not_move, spin",replace,"hydraulic, pump, motor"
1131,Machine will not stay in gear. Clutch adjusted,,,adjust,clutch
1132,St#4 upper XD replacement requested. Swapped and installed,,,,
1133,Spindles shutting down on their own. Contactor ajustment required / Relay logic machine,,,,
1134,Table drift; Bar change OT faults. Rebuilt 1/2 table valve and replaced table indexing solenoid valve,"table, bar_change","o/t_fault, fault, drift","rebuild, replace","table_valve, valve, table_index_solenoid_valve"
1135,St#5 bearings ??. Swapped 35/60 from shelf; Unit rebuilt,,,,
1136,Chihp conveyor tripping breaker. Reset breaker and connected plug that was likely kick loose by operators,"chip_conveyor, conveyor, breaker",trip,"reset, connect","breaker, plug"
1137,Accumulator check. NO ISSUE!,accumulator,check ,no_problem_detected,
1138,Hydraulic pump failure; Motor siezed. Replaced hydraulic pump motor,"hydraulic, pump, motor","fault, sieze",replace,"hydraulic, pump, motor"
1139,Drive engagement handle broken. Repaired,,,repair,
1140,St#8 HSK 25 clamp screw stripped. Removed and replaced,,,"remove, replace",
1141,"Channel 3 Block; N60 Z31 Speed li,it. T3.1 too close to soft limits; Tool position adjusted",,,,
1142,Coolant missing alarm. Adjusted coolant level sensor,,,,
1143,Turret 3 will not sync and lock. ,,,no_action_taken,
1144,Circuit breaker won't won't reset; Chiller switched OFF. Replaced breaker; Parts arrived 12/15,,,,
1145,Weak clutch tension reported. Adjusted clutch tension,,,,
1146,Coolant pump motor INOP. Motor starter ordered and installed with W37 overloads,,,,
1147,Accumulator check requested due to blank length variation. Saw attachment in need of rebuild; Swapped with spare unit,"accumulator, blank","check, length_variation",swap,saw_attachment
1148,CNC selector switch broken. Replaced,"cnc_selector_switch, switch, cnc",broken,replace,"cnc_selector_switch, switch, cnc"
1149,Iemca NO AIR PRESENT alarm. FRL replaced,,,,
1150,Broken parts catcher basket. Repaired,,,repair,
1151,Repeated hyd filter faults. New filter and hydraulic reservoir cleaned; SS,"hydraulic, filter",fault,"replace, clean","filter, hydraulic, hydraulic_reservoir"
1152,Collet closing roll and bearings worn. Replaced rolls and bearings,,,,
1153,Base cleaning requested. Completed,base,clean,complete,base
1154,Spindle #2 shut off; replace bearings. Bearings replaced but finish issue was not resolved,,,,
1155,Tool position #1 will not move freely. Removed headstock and cleaned all action,,,,
1156,Accumulator check. 22bar charged to 30bar,accumulator,check ,charge,"accumulator, low_pressure"
1157,Leaking hydraulic at St#7 valve. Removed valve stack and replaced O-Rings,"hydraulic, valve, st_7",,,
1158,Requires safety switch install. Installed,,,install,
1159,Does not know how to adjust HP coolant pressure. Clear guidance issued,,,,
1160,Broken collet in housing #1. Removed,,,remove,
1161,HS6 fault; Spindle shut down. Replaced #6 spindle encoder,,,,
1162,Coolant missing alarm; Coolant is present. Replaced sensor again (11/18) Found sensory adjustment out of spec,,,,
1163,Side A turret has chips. Removed and cleaned; installed and aligned,,,,
1164,Parts jamming at St#1. Loose lock nut on right side of load shuttle tensioned,,,,
